year,origin,destination,trade_value
2000,SGP,RWA,890650.0
2000,SGP,SAU,345262646.0
2000,SGP,SCG,2118656.0
2000,SGP,SDN,19809379.0
2000,SGP,SEN,4816009.0
2000,SGP,SLB,28055127.0
2000,SGP,SLE,329557.0
2000,SGP,SLV,2761199.0
2000,SGP,SOM,7208829.0
2000,SGP,SUR,908650.0
2000,SGP,SVK,19508890.0
2000,SGP,SVN,14539146.0
2000,SGP,SWE,139218627.0
2000,SGP,SWZ,6863360.0
2000,SGP,SYC,28215868.0
2000,SGP,SYR,19983348.0
2000,SGP,TCA,51125.0
2000,SGP,TCD,82752.0
2000,SGP,TGO,3779234.0
2000,SGP,THA,4559073172.0
2000,SGP,TJK,433140.0
2000,SGP,TKL,276743.0
2000,SGP,TKM,3269857.0
2000,SGP,TON,532347.0
2000,SGP,TTO,5086944.0
2000,SGP,TUN,13652001.0
2000,SGP,TUR,173866965.0
2000,SGP,TUV,16123.000000000002
2000,SGP,TWN,5886058938.0
2000,SGP,TZA,9710203.0
2000,SGP,UGA,9876489.0
2000,SGP,UKR,4305851.0
2000,SGP,URY,13528058.0
2000,SGP,USA,19662433594.0
2000,SGP,UZB,4058684.0
2000,SGP,VCT,84260.0
2000,SGP,VEN,76490470.0
2000,SGP,VGB,26725.0
2000,SGP,VNM,2748293875.0
2000,SGP,VUT,2777160.0
2000,SGP,WLF,664712.0
2000,SGP,WSM,1354122.0
2000,SGP,YEM,18577981.0
2000,SGP,ZAF,480364650.0
2000,SGP,ZMB,1631291.0
2000,SGP,ZWE,10350815.0
2000,SHN,AND,806.0
2000,SHN,AUS,90812.0
2000,SHN,AUT,253695.0
2000,SHN,BRA,232.0
2000,SHN,BRB,223227.0
2000,SHN,CAN,64001.99999999999
2000,SHN,CZE,193.0
2000,SHN,DEU,37337.0
2000,SHN,ESP,266027.0
2000,SHN,EST,6977.0
2000,SHN,ETH,14735.0
2000,SHN,FRA,123250.0
2000,SHN,GBR,324343.0
2000,SHN,GRC,41663.0
2000,SHN,IDN,150988.0
2000,SHN,IND,1276.0
2000,SHN,IRL,18641.0
2000,SHN,JPN,1312019.0
2000,SHN,KAZ,1800.0
2000,SHN,KOR,382797.0
2000,SHN,LBN,3663.0
2000,SHN,MKD,3.0
2000,SHN,MUS,19955.0
2000,SHN,NGA,624044.0
2000,SHN,NZL,4019.0
2000,SHN,PHL,265254.0
2000,SHN,PRT,286759.0
2000,SHN,SCG,35000.0
2000,SHN,SVK,2.0
2000,SHN,SVN,12211.0
2000,SHN,SWE,16399.0
2000,SHN,SWZ,29927.0
2000,SHN,THA,117107.0
2000,SHN,TWN,35465.0
2000,SHN,TZA,1805801.0
2000,SHN,UGA,2219.0
2000,SHN,USA,3248508.0
2000,SHN,ZAF,60334.0
2000,SHN,ZWE,79.0
2000,SLB,AUS,2679045.0
2000,SLB,AUT,1270470.0
2000,SLB,BEL,1157837.0
2000,SLB,BLZ,1471.0
2000,SLB,CAN,7048.0
2000,SLB,CHN,11712859.0
2000,SLB,CZE,30.0
2000,SLB,DEU,1765454.0
2000,SLB,FRA,31954.0
2000,SLB,GBR,10220914.0
2000,SLB,GRC,48943.0
2000,SLB,HKG,2089906.0
2000,SLB,IDN,24650.0
2000,SLB,IND,1800739.0
2000,SLB,IRL,18687.0
2000,SLB,JPN,21343619.0
2000,SLB,KOR,15941327.0
2000,SLB,MEX,4100.0
2000,SLB,MYS,1704985.0
2000,SLB,NLD,840383.0
2000,SLB,NZL,716278.0
2000,SLB,PER,10381.0
2000,SLB,PHL,11730997.0
2000,SLB,PRT,155984.0
2000,SLB,PYF,84361.0
2000,SLB,SGP,882137.0
2000,SLB,SVK,2400.0
2000,SLB,SWE,654.0
2000,SLB,TGO,3010.0
2000,SLB,THA,5274111.0
2000,SLB,TWN,16015.0
2000,SLB,URY,18581.0
2000,SLB,USA,362484.0
2000,SLB,VNM,1771422.0
2000,SLB,ZAF,40189.0
2000,SLE,AUS,25390.0
2000,SLE,AUT,1704562.0
2000,SLE,BEL,14491164.0
2000,SLE,BFA,1203.0
2000,SLE,BGR,84.0
2000,SLE,BHS,254.0
2000,SLE,BOL,70.0
2000,SLE,BRA,1038.0
2000,SLE,BRB,155945.0
2000,SLE,CAN,1998024.0
2000,SLE,CHE,83300.0
2000,SLE,CHN,16286.000000000002
2000,SLE,CIV,21818.0
2000,SLE,CMR,11267.0
2000,SLE,CUB,145162.0
2000,SLE,CYP,536.0
2000,SLE,CZE,238675.0
2000,SLE,DEU,1586785.0
2000,SLE,DMA,401.0
2000,SLE,DNK,5772.0
2000,SLE,ESP,52404.0
2000,SLE,EST,306566.0
2000,SLE,ETH,21373.0
2000,SLE,FIN,63601.0
2000,SLE,FRA,42133919.0
2000,SLE,GBR,2456881.0
2000,SLE,GIN,3910284.0
2000,SLE,GRC,71995954.0
2000,SLE,GRD,5700.0
2000,SLE,GUY,120585.0
2000,SLE,HRV,99923.0
2000,SLE,HUN,279845.0
2000,SLE,IDN,255860.0
2000,SLE,IND,921646.0
2000,SLE,IRL,1372192.0
2000,SLE,ITA,61522.0
2000,SLE,JPN,493128.0
2000,SLE,KAZ,173739.0
2000,SLE,KEN,19714.0
2000,SLE,KOR,254877.0
2000,SLE,LBN,14268.0
2000,SLE,LKA,94347.0
2000,SLE,LUX,9978.0
2000,SLE,MDG,26.0
2000,SLE,MKD,20283.0
2000,SLE,MLT,7327.0
2000,SLE,MUS,130.0
2000,SLE,MWI,20677.0
2000,SLE,MYS,50276.0
2000,SLE,MYT,765.0
2000,SLE,NGA,27229.0
2000,SLE,NLD,498578.0
2000,SLE,NOR,27927.0
2000,SLE,PER,69.0
2000,SLE,PHL,201.0
2000,SLE,POL,65036.0
2000,SLE,PRT,6282.0
2000,SLE,RUS,104.0
2000,SLE,SAU,158731.0
2000,SLE,SCG,478000.0
2000,SLE,SDN,374574.0
2000,SLE,SEN,27.0
2000,SLE,SGP,62939.0
2000,SLE,SVK,8141.0
2000,SLE,SVN,874.0
2000,SLE,SWE,489524.0
2000,SLE,THA,611560.0
2000,SLE,TTO,3218.0
2000,SLE,TUR,20436.0
2000,SLE,TWN,293.0
2000,SLE,TZA,7358.0
2000,SLE,UGA,316573.0
2000,SLE,URY,42996.0
2000,SLE,USA,3702926.0
2000,SLE,VCT,2925.0
2000,SLE,VNM,531555.0
2000,SLE,ZAF,1811883.0
2000,SLE,ZWE,95.0
2000,SLV,ABW,569009.0
2000,SLV,AND,26530.0
2000,SLV,ANT,1054880.0
2000,SLV,ARG,97324.0
2000,SLV,ATG,13761.0
2000,SLV,AUS,622580.0
2000,SLV,AUT,5154784.0
2000,SLV,BEL,21197052.0
2000,SLV,BFA,5009.0
2000,SLV,BGD,1500.0
2000,SLV,BGR,14688.0
2000,SLV,BHR,168.0
2000,SLV,BHS,860375.0
2000,SLV,BLR,6321224.0
2000,SLV,BLZ,7257311.0
2000,SLV,BMU,97608.0
2000,SLV,BOL,131690.0
2000,SLV,BRA,389218.0
2000,SLV,BRB,990498.0
2000,SLV,BTN,2057.0
2000,SLV,CAN,91479154.0
2000,SLV,CHE,3443642.0
2000,SLV,CHL,2497129.0
2000,SLV,CHN,588617.0
2000,SLV,CMR,25035.0
2000,SLV,COL,1091019.0
2000,SLV,CRI,98039823.0
2000,SLV,CUB,1012264.0
2000,SLV,CYM,210800.0
2000,SLV,CYP,200628.0
2000,SLV,CZE,49960112.0
2000,SLV,DEU,97684410.0
2000,SLV,DMA,5578.0
2000,SLV,DNK,736743.0
2000,SLV,DOM,11653442.0
2000,SLV,DZA,81768.0
2000,SLV,ECU,1305885.0
2000,SLV,ESP,7557954.0
2000,SLV,EST,13003.0
2000,SLV,ETH,6518.0
2000,SLV,FIN,669282.0
2000,SLV,FJI,18894.0
2000,SLV,FRA,14089573.0
2000,SLV,GBR,23164383.0
2000,SLV,GRC,31329.0
2000,SLV,GRD,20915.0
2000,SLV,GTM,325728504.0
2000,SLV,GUY,108209.0
2000,SLV,HKG,1118694.0
2000,SLV,HND,224889541.0
2000,SLV,HRV,736966.0
2000,SLV,HTI,677525.0
2000,SLV,HUN,76876.0
2000,SLV,IDN,38306.0
2000,SLV,IND,361838.0
2000,SLV,IRL,529459.0
2000,SLV,ISL,10426.0
2000,SLV,ISR,31896.0
2000,SLV,ITA,4855726.0
2000,SLV,JAM,1509853.0
2000,SLV,JOR,38740.0
2000,SLV,JPN,16114879.0
2000,SLV,KEN,7128.0
2000,SLV,KHM,39610.0
2000,SLV,KNA,5116.0
2000,SLV,KOR,994828.0
2000,SLV,KWT,1500.0
2000,SLV,LBN,51022.0
2000,SLV,LBR,161.0
2000,SLV,LCA,83607.0
2000,SLV,LTU,1908.0
2000,SLV,LVA,16479.0
2000,SLV,MAR,8657273.0
2000,SLV,MDG,3171.0
2000,SLV,MEX,18880874.0
2000,SLV,MKD,5464.0
2000,SLV,MLI,46640.0
2000,SLV,MLT,275.0
2000,SLV,MUS,3374.0
2000,SLV,MYS,938047.0
2000,SLV,NAM,6770.0
2000,SLV,NER,41.0
2000,SLV,NGA,120647.0
2000,SLV,NIC,119030600.0
2000,SLV,NLD,5053949.0
2000,SLV,NOR,924138.0
2000,SLV,NZL,113440.0
2000,SLV,PAN,44854930.0
2000,SLV,PER,244758.0
2000,SLV,PHL,23032.0
2000,SLV,POL,927821.0
2000,SLV,PRT,908347.0
2000,SLV,PRY,175120.0
2000,SLV,PYF,13725.0
2000,SLV,QAT,47996.0
2000,SLV,ROU,111581.0
2000,SLV,RUS,17465275.0
2000,SLV,SAU,5581343.0
2000,SLV,SDN,59870.0
2000,SLV,SGP,70375.0
2000,SLV,SVK,247749.0
2000,SLV,SVN,142533.0
2000,SLV,SWE,332275.0
2000,SLV,THA,245602.0
2000,SLV,TTO,1070986.0
2000,SLV,TUN,2993.0
2000,SLV,TUR,91517.0
2000,SLV,TWN,759026.0
2000,SLV,TZA,211.0
2000,SLV,URY,118365.0
2000,SLV,USA,686073906.0
2000,SLV,UZB,10213.0
2000,SLV,VCT,19515.0
2000,SLV,VEN,1570686.0
2000,SLV,VNM,9996.0
2000,SLV,ZAF,52879.0
2000,SMR,AND,34178.0
2000,SMR,ATG,455.0
2000,SMR,BEL,1655459.0
2000,SMR,BEN,18395.0
2000,SMR,BGR,50971.0
2000,SMR,BRA,4902061.0
2000,SMR,CHE,659056.0
2000,SMR,CHL,208405.0
2000,SMR,COL,3700.0
2000,SMR,CZE,286136.0
2000,SMR,DMA,15634.0
2000,SMR,DZA,118032.0
2000,SMR,ESP,7465247.0
2000,SMR,EST,7566.0
2000,SMR,FIN,399975.0
2000,SMR,GBR,11315879.0
2000,SMR,GEO,17556.0
2000,SMR,GRC,4763734.0
2000,SMR,HUN,21000.0
2000,SMR,IDN,21272.0
2000,SMR,IRL,451222.0
2000,SMR,ISL,14805.0
2000,SMR,KOR,76397.0
2000,SMR,LBN,175096.0
2000,SMR,LCA,1717.0
2000,SMR,LUX,221806.0
2000,SMR,MEX,168394.0
2000,SMR,MKD,2436.0
2000,SMR,NAM,2146.0
2000,SMR,NLD,533715.0
2000,SMR,NOR,12823.0
2000,SMR,POL,805000.0
2000,SMR,PRT,2229821.0
2000,SMR,SCG,160000.0
2000,SMR,SVK,56194.0
2000,SMR,SVN,184978.0
2000,SMR,TWN,98378.0
2000,SMR,TZA,19441.0
2000,SMR,URY,42323.0
2000,SMR,USA,7124326.0
2000,SMR,ZAF,152401.0
2000,SOM,ALB,3200.0
2000,SOM,AUS,1426.0
2000,SOM,AUT,38359.0
2000,SOM,BGR,17408.0
2000,SOM,BHS,2876.0
2000,SOM,BRB,7.0
2000,SOM,CAN,38915.0
2000,SOM,CHE,91598.0
2000,SOM,CHN,62868.0
2000,SOM,COL,5515.0
2000,SOM,CRI,13773.0
2000,SOM,CYP,15038.0
2000,SOM,CZE,281.0
2000,SOM,DEU,474685.0
2000,SOM,DZA,7956.0
2000,SOM,ESP,49553.0
2000,SOM,EST,2937.0
2000,SOM,ETH,237564.0
2000,SOM,FIN,2204.0
2000,SOM,FRA,1487333.0
2000,SOM,GBR,23237.0
2000,SOM,GIN,15607.0
2000,SOM,GRD,2.0
2000,SOM,HKG,29143.0
2000,SOM,HRV,6551.0
2000,SOM,IND,1996503.0
2000,SOM,IRL,46307.0
2000,SOM,ITA,316235.0
2000,SOM,JOR,263604.0
2000,SOM,JPN,249106.0
2000,SOM,KEN,65894.0
2000,SOM,KOR,5987.0
2000,SOM,LBN,359395.0
2000,SOM,MDG,47.0
2000,SOM,MLT,344155.0
2000,SOM,MYS,1428.0
2000,SOM,NGA,4310669.0
2000,SOM,NOR,679.0
2000,SOM,OMN,3297035.0
2000,SOM,QAT,227354.0
2000,SOM,ROU,2000.0
2000,SOM,SAU,58775980.0
2000,SOM,SCG,4000.0
2000,SOM,SDN,45627.0
2000,SOM,SGP,123746.0
2000,SOM,SVN,2021.0
2000,SOM,SWE,976.0
2000,SOM,THA,2953.0
2000,SOM,TUN,1078152.0
2000,SOM,TUR,132611.0
2000,SOM,TWN,223.0
2000,SOM,TZA,1815.0
2000,SOM,UGA,15959.0
2000,SOM,USA,443889.0
2000,SOM,ZAF,41791.0
2000,SOM,ZWE,5412.0
2000,SPM,AND,215.0
2000,SPM,AUT,535.0
2000,SPM,BEL,410873.0
2000,SPM,BEN,34629.0
2000,SPM,BFA,772.0
2000,SPM,BGR,1267.0
2000,SPM,BRA,43969.0
2000,SPM,CAN,178553.0
2000,SPM,CHE,3405.0
2000,SPM,CZE,22.0
2000,SPM,DEU,205941.0
2000,SPM,DNK,322268.0
2000,SPM,ECU,616.0
2000,SPM,ESP,25905.0
2000,SPM,FRA,487911.0
2000,SPM,GBR,3702.0
2000,SPM,GTM,75395.0
2000,SPM,ITA,30828.0
2000,SPM,JPN,25315.0
2000,SPM,KOR,246.0
2000,SPM,LBN,2409.0
2000,SPM,LUX,20975.0
2000,SPM,MEX,72109.0
2000,SPM,NGA,1.0
2000,SPM,NLD,5417.0
2000,SPM,PRT,916229.0
2000,SPM,PYF,2958.0
2000,SPM,SEN,123.0
2000,SPM,UGA,857.0
2000,SPM,USA,6002132.0
2000,STP,AGO,54367.0
2000,STP,AND,22.0
2000,STP,ATG,2638.0
2000,STP,AUT,109400.0
2000,STP,BEL,232305.0
2000,STP,BGR,410.0
2000,STP,BLZ,2587.0
2000,STP,BRA,368.0
2000,STP,BRB,64.0
2000,STP,CAN,800436.0
2000,STP,CHE,101271.0
2000,STP,CPV,8.0
2000,STP,CZE,26197.0
2000,STP,DEU,167617.0
2000,STP,DNK,1571949.0
2000,STP,DZA,180.0
2000,STP,ESP,208071.0
2000,STP,EST,1130.0
2000,STP,ETH,118.0
2000,STP,FIN,61013.0
2000,STP,FRA,387745.0
2000,STP,GAB,99567.0
2000,STP,GBR,6598.0
2000,STP,GIN,550.0
2000,STP,GRC,5016.0
2000,STP,GRD,145.0
2000,STP,HRV,16660.0
2000,STP,HUN,8990.0
2000,STP,IDN,69103.0
2000,STP,IRL,406.0
2000,STP,ITA,525431.0
2000,STP,JPN,499110.0
2000,STP,KEN,111.0
2000,STP,KOR,153941.0
2000,STP,LBN,8764.0
2000,STP,MKD,977.0
2000,STP,MYS,3118.0
2000,STP,MYT,139.0
2000,STP,NAM,287973.0
2000,STP,NGA,1187.0
2000,STP,NLD,2256733.0
2000,STP,NOR,697163.0
2000,STP,PHL,592945.0
2000,STP,PRT,7877905.0
2000,STP,PYF,24828.0
2000,STP,ROU,8000.0
2000,STP,SCG,1000.0
2000,STP,SGP,1231230.0
2000,STP,SVK,2859.0
2000,STP,SVN,2793.0
2000,STP,THA,36859.0
2000,STP,TTO,3764.0
2000,STP,TUR,1764104.0
2000,STP,UGA,734528.0
2000,STP,USA,452409.0
2000,STP,ZAF,125057.0
2000,STP,ZWE,1441.0
2000,SUR,ALB,22133.0
2000,SUR,ARG,460.0
2000,SUR,ATG,2172.0
2000,SUR,AUS,83444.0
2000,SUR,AUT,180396.0
2000,SUR,AZE,63296.0
2000,SUR,BEL,2233060.0
2000,SUR,BGR,628.0
2000,SUR,BHS,566.0
2000,SUR,BRA,536.0
2000,SUR,BRB,4189653.000000001
2000,SUR,CAN,38056339.0
2000,SUR,CHE,219590.0
2000,SUR,CHN,735919.0
2000,SUR,CMR,949448.0
2000,SUR,CPV,798.0
2000,SUR,CRI,9718.0
2000,SUR,CUB,407720.0
2000,SUR,CZE,88273.0
2000,SUR,DEU,1006689.0
2000,SUR,DMA,13441.0
2000,SUR,DZA,15876.0
2000,SUR,ECU,2969.0
2000,SUR,ESP,1710396.0
2000,SUR,EST,3841.0
2000,SUR,ETH,67493.0
2000,SUR,FIN,32575.000000000004
2000,SUR,FRA,43447603.0
2000,SUR,GBR,38101377.0
2000,SUR,GRC,5001078.0
2000,SUR,GRD,58964.0
2000,SUR,GUY,392536.0
2000,SUR,HKG,1088260.0
2000,SUR,HND,73499.0
2000,SUR,HRV,85.0
2000,SUR,HUN,26472.0
2000,SUR,IDN,8318.0
2000,SUR,IND,111868.0
2000,SUR,IRL,151391.0
2000,SUR,ISL,21799295.0
2000,SUR,ITA,60651.0
2000,SUR,JAM,6407682.0
2000,SUR,JPN,21919157.0
2000,SUR,KOR,6174.0
2000,SUR,LBN,9184.0
2000,SUR,LCA,112.0
2000,SUR,LTU,138.0
2000,SUR,MDG,13049.0
2000,SUR,MEX,10322168.0
2000,SUR,MWI,547.0
2000,SUR,MYS,319097.0
2000,SUR,MYT,5514.0
2000,SUR,NAM,115.0
2000,SUR,NGA,742269.0
2000,SUR,NLD,55995387.0
2000,SUR,NOR,90836337.0
2000,SUR,NZL,1766.0
2000,SUR,OMN,6445.0
2000,SUR,PAN,17917.0
2000,SUR,PER,1673.0
2000,SUR,PHL,127545.0
2000,SUR,POL,524718.0
2000,SUR,PRT,2742071.0
2000,SUR,PYF,139.0
2000,SUR,ROU,10003.0
2000,SUR,SCG,52000.0
2000,SUR,SDN,306981.0
2000,SUR,SGP,11340.0
2000,SUR,SVK,7408.0
2000,SUR,SWE,128345.0
2000,SUR,THA,524765.0
2000,SUR,TTO,36837331.0
2000,SUR,TUN,21521.0
2000,SUR,TWN,160156.0
2000,SUR,TZA,39978.0
2000,SUR,USA,119454454.0
2000,SUR,VCT,10634.0
2000,SUR,VEN,360848.0
2000,SUR,VNM,100631.0
2000,SUR,ZAF,35711.0
2000,SVK,ABW,77427.0
2000,SVK,AFG,616979.0
2000,SVK,AGO,8003042.0
2000,SVK,ALB,361031.0
2000,SVK,AND,544465.0
2000,SVK,ANT,73248.0
2000,SVK,ARE,9019976.0
2000,SVK,ARG,13566958.0
2000,SVK,ARM,571672.0
2000,SVK,ATG,22425.0
2000,SVK,AUS,12248533.0
2000,SVK,AUT,1022039375.0
2000,SVK,AZE,411062.0
2000,SVK,BDI,2211.0
2000,SVK,BEL,256464081.0
2000,SVK,BEN,63241.0
2000,SVK,BFA,32798.0
2000,SVK,BGD,590986.0
2000,SVK,BGR,40914581.0
2000,SVK,BHR,94516.0
2000,SVK,BHS,774859.0
2000,SVK,BIH,15183776.0
2000,SVK,BLR,11400389.0
2000,SVK,BLZ,372746.0
2000,SVK,BOL,71353.0
2000,SVK,BRA,6430480.0
2000,SVK,BRB,38231.0
2000,SVK,BRN,8157.999999999999
2000,SVK,BWA,5614.0
2000,SVK,CAF,70709.0
2000,SVK,CAN,21411698.0
2000,SVK,CCK,19107.0
2000,SVK,CHE,219906173.0
2000,SVK,CHL,877009.0
2000,SVK,CHN,20992973.0
2000,SVK,CIV,116715.0
2000,SVK,CMR,604080.0
2000,SVK,COG,818162.0
2000,SVK,COL,3769007.0
2000,SVK,COM,954.0
2000,SVK,CPV,1145.0
2000,SVK,CRI,1928019.0
2000,SVK,CUB,7963713.0
2000,SVK,CYP,4989941.0
2000,SVK,CZE,2045606469.0
2000,SVK,DEU,3243316844.0
2000,SVK,DMA,82202.0
2000,SVK,DNK,62032772.0
2000,SVK,DOM,1928130.0
2000,SVK,DZA,1841169.0
2000,SVK,ECU,2040055.0
2000,SVK,EGY,30788956.0
2000,SVK,ERI,113463.0
2000,SVK,ESP,120558016.0
2000,SVK,EST,6934550.0
2000,SVK,ETH,1913285.0
2000,SVK,FIN,60226310.0
2000,SVK,FJI,164077.0
2000,SVK,FRA,606803502.0
2000,SVK,FSM,4474.0
2000,SVK,GAB,51851.0
2000,SVK,GBR,249868859.0
2000,SVK,GEO,441613.0
2000,SVK,GHA,949253.0
2000,SVK,GIB,303808.0
2000,SVK,GIN,663.0
2000,SVK,GMB,87448.0
2000,SVK,GRC,32374627.0
2000,SVK,GRD,579.0
2000,SVK,GTM,2111132.0
2000,SVK,GUM,16549.0
2000,SVK,GUY,33918.0
2000,SVK,HKG,7181746.0
2000,SVK,HND,239032.0
2000,SVK,HRV,73979681.0
2000,SVK,HTI,169740.0
2000,SVK,HUN,597546258.0
2000,SVK,IDN,23650116.0
2000,SVK,IND,50349132.0
2000,SVK,IRL,16643070.0
2000,SVK,IRN,9843037.0
2000,SVK,IRQ,327.0
2000,SVK,ISL,2973587.0
2000,SVK,ISR,14495169.0
2000,SVK,ITA,1325336922.0
2000,SVK,JAM,1094270.0
2000,SVK,JOR,2952853.0
2000,SVK,JPN,78952837.0
2000,SVK,KAZ,11737037.0
2000,SVK,KEN,154067.0
2000,SVK,KGZ,664059.0
2000,SVK,KNA,32642.000000000004
2000,SVK,KOR,9098456.0
2000,SVK,KWT,839612.0
2000,SVK,LAO,5.0
2000,SVK,LBN,6905640.0
2000,SVK,LBR,17.0
2000,SVK,LBY,382975.0
2000,SVK,LCA,4.0
2000,SVK,LKA,1082571.0
2000,SVK,LTU,19366562.0
2000,SVK,LUX,31845414.0
2000,SVK,LVA,22872110.0
2000,SVK,MAC,4127.0
2000,SVK,MAR,1781408.0
2000,SVK,MDA,7503309.0
2000,SVK,MDG,25760.0
2000,SVK,MEX,22287109.0
2000,SVK,MHL,444.0
2000,SVK,MKD,6314241.0
2000,SVK,MLI,154919.0
2000,SVK,MLT,1768547.0
2000,SVK,MMR,3580027.0
2000,SVK,MNG,59008.0
2000,SVK,MOZ,107664.0
2000,SVK,MUS,75357.0
2000,SVK,MWI,537490.0
2000,SVK,MYS,3892395.0
2000,SVK,MYT,15024.0
2000,SVK,NAM,67250.0
2000,SVK,NCL,18896.0
2000,SVK,NER,19808.0
2000,SVK,NGA,1730071.0
2000,SVK,NIC,185365.0
2000,SVK,NLD,332853645.0
2000,SVK,NOR,56672763.0
2000,SVK,NRU,9913.0
2000,SVK,NZL,2177869.0
2000,SVK,OMN,1143187.0
2000,SVK,PAK,822212.0
2000,SVK,PAN,1554479.0
2000,SVK,PER,1998548.0
2000,SVK,PHL,3145493.0
2000,SVK,PNG,9.0
2000,SVK,POL,712524914.0
2000,SVK,PRK,72899.0
2000,SVK,PRT,17659402.0
2000,SVK,PRY,884547.0
2000,SVK,PYF,83557.0
2000,SVK,QAT,419123.0
2000,SVK,ROU,116012917.0
2000,SVK,RUS,112501509.0
2000,SVK,RWA,18467.0
2000,SVK,SAU,6015884.0
2000,SVK,SCG,35748315.0
2000,SVK,SDN,1588088.0
2000,SVK,SEN,1106.0
2000,SVK,SGP,18629193.0
2000,SVK,SLE,21553.0
2000,SVK,SLV,252295.0
2000,SVK,SMR,6269713.0
2000,SVK,SOM,721.0
2000,SVK,STP,678.0
2000,SVK,SUR,5572.0
2000,SVK,SVN,136955255.0
2000,SVK,SWE,121703282.0
2000,SVK,SYC,103353.0
2000,SVK,SYR,6517753.0
2000,SVK,TCD,670031.0
2000,SVK,TGO,99818.0
2000,SVK,THA,6399289.0
2000,SVK,TJK,77314.0
2000,SVK,TKM,1119275.0
2000,SVK,TON,3237.0
2000,SVK,TTO,954504.0
2000,SVK,TUN,5062462.0
2000,SVK,TUR,52129935.0
2000,SVK,TWN,20146196.0
2000,SVK,TZA,156125.0
2000,SVK,UGA,1913953.0
2000,SVK,UKR,147299762.0
2000,SVK,URY,765980.0
2000,SVK,USA,225199261.0
2000,SVK,UZB,4909633.0
2000,SVK,VEN,1511296.0
2000,SVK,VGB,214006.0
2000,SVK,VNM,3304327.0
2000,SVK,WLF,13897.0
2000,SVK,YEM,19247.0
2000,SVK,ZAF,11196872.0
2000,SVK,ZMB,505620.0
2000,SVK,ZWE,180606.0
2000,SVN,AFG,139409.0
2000,SVN,AGO,113586.0
2000,SVN,ALB,13504996.0
2000,SVN,AND,216700.0
2000,SVN,ANT,19933.0
2000,SVN,ARE,15167789.0
2000,SVN,ARG,5213600.0
2000,SVN,ARM,993954.0
2000,SVN,AUS,19413742.0
2000,SVN,AUT,684282064.0
2000,SVN,AZE,3115229.0
2000,SVN,BDI,4117.0
2000,SVN,BEL,106628230.0
2000,SVN,BEN,75637.0
2000,SVN,BGD,370033.0
2000,SVN,BGR,32305678.0
2000,SVN,BHR,220871.0
2000,SVN,BHS,61859.0
2000,SVN,BIH,372419354.0
2000,SVN,BLR,18505704.0
2000,SVN,BOL,125155.0
2000,SVN,BRA,27897299.0
2000,SVN,BRB,12058.0
2000,SVN,CAF,151498.0
2000,SVN,CAN,30613936.0
2000,SVN,CHE,117183410.0
2000,SVN,CHL,2589879.0
2000,SVN,CHN,17529213.0
2000,SVN,CIV,479812.0
2000,SVN,CMR,364938.0
2000,SVN,COG,38267.0
2000,SVN,COL,3956924.0
2000,SVN,CRI,1303710.0
2000,SVN,CUB,206109.0
2000,SVN,CYM,1700.0
2000,SVN,CYP,5598803.0
2000,SVN,CZE,175476771.0
2000,SVN,DEU,2413942418.0
2000,SVN,DJI,577853.0
2000,SVN,DNK,83675752.0
2000,SVN,DOM,286335.0
2000,SVN,DZA,12348859.0
2000,SVN,ECU,1610064.0
2000,SVN,EGY,24814361.0
2000,SVN,ERI,333193.0
2000,SVN,ESP,90346791.0
2000,SVN,EST,4414060.0
2000,SVN,ETH,300719.0
2000,SVN,FIN,28186819.0
2000,SVN,FJI,39.0
2000,SVN,FLK,336.0
2000,SVN,FRA,655438362.0
2000,SVN,GAB,106938.0
2000,SVN,GBR,218159404.0
2000,SVN,GEO,3479427.0
2000,SVN,GHA,1084948.0
2000,SVN,GIN,2465794.0
2000,SVN,GMB,53663.0
2000,SVN,GNB,551.0
2000,SVN,GRC,27616265.0
2000,SVN,GRD,288822.0
2000,SVN,GTM,932453.0
2000,SVN,GUY,22055.0
2000,SVN,HKG,8900907.0
2000,SVN,HND,37211.0
2000,SVN,HRV,686794607.0
2000,SVN,HTI,50408.0
2000,SVN,HUN,178316329.0
2000,SVN,IDN,5319489.0
2000,SVN,IND,27909995.0
2000,SVN,IRL,19423337.0
2000,SVN,IRN,34874271.0
2000,SVN,IRQ,372704.0
2000,SVN,ISL,2571004.0
2000,SVN,ISR,20345460.0
2000,SVN,ITA,1240445738.0
2000,SVN,JAM,371740.0
2000,SVN,JOR,2870572.0
2000,SVN,JPN,21221319.0
2000,SVN,KAZ,7879298.0
2000,SVN,KEN,759374.0
2000,SVN,KGZ,167442.0
2000,SVN,KHM,4313.0
2000,SVN,KNA,21639.0
2000,SVN,KOR,23096238.0
2000,SVN,KWT,1474284.0
2000,SVN,LAO,42207.0
2000,SVN,LBN,2919758.0
2000,SVN,LBR,17916.0
2000,SVN,LBY,1446739.0
2000,SVN,LKA,854054.0
2000,SVN,LTU,20379877.0
2000,SVN,LUX,5175791.0
2000,SVN,LVA,8146271.0
2000,SVN,MAC,162615.0
2000,SVN,MAR,1939105.0
2000,SVN,MDA,3993907.0
2000,SVN,MDG,207259.0
2000,SVN,MEX,13004226.0
2000,SVN,MHL,100647.0
2000,SVN,MKD,159971022.0
2000,SVN,MLT,1795983.0
2000,SVN,MNP,1994.0
2000,SVN,MOZ,14417.0
2000,SVN,MSR,246.0
2000,SVN,MUS,78374.0
