year,origin,destination,migrant_stock
2005,LBN,BLZ,42
2005,LBN,BOL,40
2005,LBN,BRA,14142
2005,LBN,CAN,74394
2005,LBN,CHL,222
2005,LBN,COG,369
2005,LBN,COL,946
2005,LBN,CRI,45
2005,LBN,CUB,42
2005,LBN,CUW,259
2005,LBN,CYP,1882
2005,LBN,DMA,23
2005,LBN,DNK,12216
2005,LBN,DOM,511
2005,LBN,DZA,968
2005,LBN,ECU,176
2005,LBN,EGY,2315
2005,LBN,FIN,380
2005,LBN,FRA,42447
2005,LBN,GAB,1409
2005,LBN,GEO,9
2005,LBN,GHA,823
2005,LBN,GRC,2152
2005,LBN,GTM,19
2005,LBN,HRV,33
2005,LBN,HUN,289
2005,LBN,IRQ,1526
2005,LBN,ISL,25
2005,LBN,ISR,5535
2005,LBN,ITA,4373
2005,LBN,KWT,4524
2005,LBN,LBR,1852
2005,LBN,LBY,8975
2005,LBN,LCA,4
2005,LBN,LKA,358
2005,LBN,LTU,83
2005,LBN,LUX,26
2005,LBN,LVA,44
2005,LBN,MAR,947
2005,LBN,MDV,8
2005,LBN,MEX,1051
2005,LBN,MLT,54
2005,LBN,MRT,118
2005,LBN,NAM,48
2005,LBN,NOR,1400
2005,LBN,PAN,360
2005,LBN,POL,341
2005,LBN,PRT,67
2005,LBN,PSE,2229
2005,LBN,QAT,3196
2005,LBN,SAU,50316
2005,LBN,SEN,927
2005,LBN,SLE,749
2005,LBN,SVK,77
2005,LBN,SVN,20
2005,LBN,SWE,21260
2005,LBN,TUR,1749
2005,LBN,UKR,1844
2005,LBN,USA,106542
2005,LBN,VEN,6927
2005,LBR,AUS,1161
2005,LBR,BGR,4
2005,LBR,BOL,2
2005,LBR,BRA,325
2005,LBR,CHN,85
2005,LBR,CIV,52795
2005,LBR,CMR,4281
2005,LBR,DNK,128
2005,LBR,FIN,71
2005,LBR,GHA,50459
2005,LBR,GIN,102158
2005,LBR,GMB,948
2005,LBR,GNB,878
2005,LBR,GRC,27
2005,LBR,HUN,28
2005,LBR,ISR,35057
2005,LBR,ITA,878
2005,LBR,LTU,2
2005,LBR,MLI,2302
2005,LBR,NGA,16611
2005,LBR,NOR,846
2005,LBR,PRT,29
2005,LBR,SEN,663
2005,LBR,SLE,79156
2005,LBR,SWZ,29
2005,LBR,TGO,114
2005,LBY,AUS,1577
2005,LBY,BGR,140
2005,LBY,BOL,4
2005,LBY,CAN,2522
2005,LBY,CHL,41
2005,LBY,CRI,6
2005,LBY,CYP,156
2005,LBY,DNK,195
2005,LBY,DZA,1838
2005,LBY,EGY,3742
2005,LBY,FIN,106
2005,LBY,GRC,621
2005,LBY,HRV,75
2005,LBY,HUN,268
2005,LBY,ISL,1
2005,LBY,ISR,17825
2005,LBY,ITA,36482
2005,LBY,JOR,2512
2005,LBY,LKA,19
2005,LBY,LTU,2
2005,LBY,LVA,4
2005,LBY,MAR,825
2005,LBY,MLT,755
2005,LBY,MRT,138
2005,LBY,NAM,37
2005,LBY,NER,153
2005,LBY,NOR,196
2005,LBY,PAN,25
2005,LBY,POL,282
2005,LBY,PRT,19
2005,LBY,SDN,2676
2005,LBY,SRB,225
2005,LBY,SVK,40
2005,LBY,SVN,35
2005,LBY,TCD,891
2005,LBY,TUN,1725
2005,LBY,TUR,4940
2005,LBY,VEN,124
2005,LCA,ATG,596
2005,LCA,AUS,38
2005,LCA,BHS,65
2005,LCA,BRB,2991
2005,LCA,CAN,3455
2005,LCA,CRI,2
2005,LCA,DMA,198
2005,LCA,DNK,4
2005,LCA,FIN,2
2005,LCA,GRD,154
2005,LCA,GUY,226
2005,LCA,JAM,344
2005,LCA,KNA,93
2005,LCA,NOR,5
2005,LCA,TTO,1047
2005,LCA,VCT,230
2005,LCA,VEN,15
2005,LIE,BGR,3
2005,LIE,BOL,1
2005,LIE,CRI,3
2005,LIE,DNK,15
2005,LIE,GRC,8
2005,LIE,HUN,6
2005,LIE,NOR,4
2005,LIE,PRT,99
2005,LIE,SVN,15
2005,LKA,ARE,48259
2005,LKA,AUS,70602
2005,LKA,BGR,7
2005,LKA,BHR,5793
2005,LKA,BHS,23
2005,LKA,BOL,4
2005,LKA,BRN,1182
2005,LKA,BTN,26
2005,LKA,BWA,1028
2005,LKA,CAN,103483
2005,LKA,CHE,25431
2005,LKA,CHN,853
2005,LKA,CRI,2
2005,LKA,CYP,6752
2005,LKA,DNK,7631
2005,LKA,FIN,511
2005,LKA,FRA,34587
2005,LKA,GBR,89047
2005,LKA,GHA,24
2005,LKA,GRC,860
2005,LKA,HKG,705
2005,LKA,HUN,44
2005,LKA,IDN,14
2005,LKA,IND,243750
2005,LKA,ISL,134
2005,LKA,ISR,5
2005,LKA,ITA,38991
2005,LKA,JPN,8642
2005,LKA,KHM,73
2005,LKA,KOR,10967
2005,LKA,KWT,20689
2005,LKA,LBN,12000
2005,LKA,LBY,298
2005,LKA,LTU,13
2005,LKA,LVA,26
2005,LKA,MDV,6929
2005,LKA,MLT,17
2005,LKA,MUS,496
2005,LKA,MYS,2467
2005,LKA,NOR,8157
2005,LKA,NPL,77
2005,LKA,NZL,7109
2005,LKA,OMN,8156
2005,LKA,PAK,384
2005,LKA,PNG,93
2005,LKA,PRT,19
2005,LKA,QAT,12174
2005,LKA,SAU,124638
2005,LKA,SVK,3
2005,LKA,SVN,6
2005,LKA,SWE,6193
2005,LKA,SYC,500
2005,LSO,AUS,92
2005,LSO,BOL,1
2005,LSO,BWA,1827
2005,LSO,DNK,41
2005,LSO,GRC,1
2005,LSO,HUN,5
2005,LSO,MOZ,6319
2005,LSO,NAM,131
2005,LSO,NOR,5
2005,LSO,SWZ,167
2005,LSO,TZA,134
2005,LTU,ARG,338
2005,LTU,AUS,3296
2005,LTU,BEL,391
2005,LTU,BGR,75
2005,LTU,BLR,17326
2005,LTU,BOL,7
2005,LTU,BRA,680
2005,LTU,CAN,6463
2005,LTU,CHL,83
2005,LTU,CRI,6
2005,LTU,CYP,64
2005,LTU,DNK,2181
2005,LTU,EST,2052
2005,LTU,FIN,388
2005,LTU,GBR,7666
2005,LTU,GEO,194
2005,LTU,GRC,362
2005,LTU,HRV,22
2005,LTU,HUN,122
2005,LTU,IRL,17230
2005,LTU,ISL,753
2005,LTU,ISR,5356
2005,LTU,ITA,2096
2005,LTU,KAZ,4541
2005,LTU,KGZ,3875
2005,LTU,LUX,201
2005,LTU,LVA,24365
2005,LTU,MDA,403
2005,LTU,MLT,18
2005,LTU,NOR,1313
2005,LTU,PAN,30
2005,LTU,POL,70221
2005,LTU,PRT,247
2005,LTU,RUS,78560
2005,LTU,SVK,98
2005,LTU,SVN,7
2005,LTU,SWE,2018
2005,LTU,UKR,25507
2005,LTU,VEN,132
2005,LUX,AUS,174
2005,LUX,BEL,11074
2005,LUX,BGR,6
2005,LUX,BOL,7
2005,LUX,CPV,7
2005,LUX,CRI,8
2005,LUX,CYP,7
2005,LUX,DNK,318
2005,LUX,FIN,53
2005,LUX,FRA,12099
2005,LUX,GRC,120
2005,LUX,HRV,22
2005,LUX,HUN,116
2005,LUX,ISL,94
2005,LUX,ITA,4700
2005,LUX,LIE,5
2005,LUX,LTU,8
2005,LUX,LVA,7
2005,LUX,MNE,97
2005,LUX,NAM,45
2005,LUX,NOR,105
2005,LUX,POL,150
2005,LUX,PRT,3683
2005,LUX,SRB,971
2005,LUX,SVK,36
2005,LUX,SVN,29
2005,LVA,AUS,6300
2005,LVA,BEL,318
2005,LVA,BGR,87
2005,LVA,BLR,10450
2005,LVA,BOL,1
2005,LVA,CAN,7145
2005,LVA,CHL,108
2005,LVA,CRI,2
2005,LVA,CYP,112
2005,LVA,DNK,1103
2005,LVA,EST,4292
2005,LVA,FIN,662
2005,LVA,GEO,189
2005,LVA,GRC,208
2005,LVA,HRV,24
2005,LVA,HUN,119
2005,LVA,IRL,11143
2005,LVA,ISL,339
2005,LVA,ISR,4972
2005,LVA,ITA,1336
2005,LVA,KAZ,2424
2005,LVA,KGZ,1351
2005,LVA,LTU,8048
2005,LVA,LUX,162
2005,LVA,MDA,378
2005,LVA,MLT,22
2005,LVA,NOR,691
2005,LVA,POL,2060
2005,LVA,PRT,137
2005,LVA,RUS,95839
2005,LVA,SVK,99
2005,LVA,SVN,5
2005,LVA,SWE,2651
2005,LVA,UKR,20366
2005,LVA,VEN,125
2005,MAC,AUS,2090
2005,MAC,CAN,6065
2005,MAC,CHL,71
2005,MAC,CHN,16551
2005,MAC,CRI,2
2005,MAC,HKG,64994
2005,MAC,NOR,61
2005,MAC,PRT,2521
2005,MAR,AND,549
2005,MAR,ARE,3526
2005,MAR,ARG,211
2005,MAR,AUS,1562
2005,MAR,BEL,144604
2005,MAR,BGR,57
2005,MAR,BHR,421
2005,MAR,BOL,13
2005,MAR,BRA,551
2005,MAR,CAN,37224
2005,MAR,CHE,13618
2005,MAR,CHL,107
2005,MAR,CHN,178
2005,MAR,CRI,3
2005,MAR,CYP,44
2005,MAR,DEU,90887
2005,MAR,DNK,4992
2005,MAR,DOM,29
2005,MAR,EGY,867
2005,MAR,ESP,547494
2005,MAR,FIN,1292
2005,MAR,FRA,841287
2005,MAR,GAB,402
2005,MAR,GRC,1458
2005,MAR,HRV,15
2005,MAR,HUN,158
2005,MAR,IRQ,587
2005,MAR,ISL,120
2005,MAR,ISR,162027
2005,MAR,ITA,232975
2005,MAR,KWT,1598
2005,MAR,LBY,3974
2005,MAR,LTU,3
2005,MAR,LUX,186
2005,MAR,LVA,8
2005,MAR,MEX,192
2005,MAR,MLT,147
2005,MAR,MRT,340
2005,MAR,NLD,168600
2005,MAR,NOR,4309
2005,MAR,PAN,52
2005,MAR,POL,217
2005,MAR,PRT,1680
2005,MAR,QAT,971
2005,MAR,SEN,3463
2005,MAR,SVK,38
2005,MAR,SVN,11
2005,MAR,SWE,5441
2005,MAR,TUN,6315
2005,MAR,TUR,1339
2005,MAR,UKR,1816
2005,MAR,VEN,1035
2005,MCO,AUS,50
2005,MCO,BGR,3
2005,MCO,CRI,2
2005,MCO,DNK,13
2005,MCO,FIN,3
2005,MCO,FRA,17510
2005,MCO,GRC,34
2005,MCO,HUN,5
2005,MCO,ISL,1
2005,MCO,ITA,1765
2005,MCO,LBY,224
2005,MCO,NOR,6
2005,MDA,AUS,816
2005,MDA,AUT,1416
2005,MDA,AZE,322
2005,MDA,BEL,71
2005,MDA,BGR,1398
2005,MDA,BLR,7786
2005,MDA,BOL,5
2005,MDA,CAN,4806
2005,MDA,CRI,3
2005,MDA,CYP,643
2005,MDA,CZE,2159
2005,MDA,DNK,172
2005,MDA,DOM,9
2005,MDA,ESP,9819
2005,MDA,EST,881
2005,MDA,FIN,54
2005,MDA,FRA,4161
2005,MDA,GEO,442
2005,MDA,GRC,8283
2005,MDA,HRV,57
2005,MDA,HUN,184
2005,MDA,IRL,2020
2005,MDA,ISL,7
2005,MDA,ISR,14063
2005,MDA,ITA,56357
2005,MDA,KAZ,6917
2005,MDA,KGZ,4070
2005,MDA,LTU,834
2005,MDA,LVA,2261
2005,MDA,MLT,33
2005,MDA,NOR,168
2005,MDA,POL,417
2005,MDA,PRT,11135
2005,MDA,ROU,38717
2005,MDA,RUS,285390
2005,MDA,SRB,139
2005,MDA,SVK,82
2005,MDA,SVN,142
2005,MDA,TJK,803
2005,MDA,TUR,5416
2005,MDA,UKR,156418
2005,MDG,AUS,222
2005,MDG,BEL,1437
2005,MDG,BGR,2
2005,MDG,BOL,5
2005,MDG,BWA,359
2005,MDG,CHN,185
2005,MDG,COM,10142
2005,MDG,CRI,2
2005,MDG,CYP,6
2005,MDG,DNK,32
2005,MDG,FIN,8
2005,MDG,FRA,107695
2005,MDG,GRC,137
2005,MDG,HUN,27
2005,MDG,ISL,2
2005,MDG,ITA,1414
2005,MDG,LTU,1
2005,MDG,MUS,1236
2005,MDG,NOR,419
2005,MDG,PRT,31
2005,MDG,REU,14218
2005,MDG,SVK,2
2005,MDG,SVN,1
2005,MDG,SYC,620
2005,MDV,AUS,280
2005,MDV,BGR,2
2005,MDV,CRI,2
2005,MDV,DNK,7
2005,MDV,FIN,1
2005,MDV,GRC,4
2005,MDV,IND,387
2005,MDV,LKA,731
2005,MDV,NOR,1
2005,MDV,SYC,17
2005,MEX,ARG,6138
2005,MEX,ATG,5
2005,MEX,AUS,1838
2005,MEX,BEL,1439
2005,MEX,BGR,18
2005,MEX,BHS,103
2005,MEX,BLZ,2764
2005,MEX,BOL,8760
2005,MEX,BRA,1826
2005,MEX,CAN,48143
2005,MEX,CHL,2205
2005,MEX,CHN,1028
2005,MEX,COL,2281
2005,MEX,CPV,5
2005,MEX,CRI,1550
2005,MEX,CUB,331
2005,MEX,CUW,14
2005,MEX,CYP,44
2005,MEX,DNK,640
2005,MEX,DOM,1775
2005,MEX,ECU,1083
2005,MEX,ESP,34831
2005,MEX,FIN,334
2005,MEX,GRC,383
2005,MEX,GTM,13160
2005,MEX,HND,1140
2005,MEX,HRV,27
2005,MEX,HTI,261
2005,MEX,HUN,355
2005,MEX,ISL,54
2005,MEX,ISR,2227
2005,MEX,ITA,5164
2005,MEX,JPN,1790
2005,MEX,LCA,14
2005,MEX,LIE,10
2005,MEX,LTU,10
2005,MEX,LUX,20
2005,MEX,LVA,28
2005,MEX,NIC,735
2005,MEX,NOR,516
2005,MEX,PAN,2935
2005,MEX,PER,1221
2005,MEX,POL,159
2005,MEX,PRT,243
2005,MEX,PRY,1727
2005,MEX,SLV,1541
2005,MEX,SVK,60
2005,MEX,SVN,17
2005,MEX,URY,557
2005,MEX,USA,11171400
2005,MEX,VEN,3344
2005,MHL,BGR,1
2005,MKD,ALB,664
2005,MKD,AUS,51348
2005,MKD,AUT,16916
2005,MKD,BEL,147
2005,MKD,BGR,1850
2005,MKD,BIH,2671
2005,MKD,BOL,5
2005,MKD,CAN,8362
2005,MKD,CHE,41903
2005,MKD,CRI,14
2005,MKD,CYP,13
2005,MKD,CZE,932
2005,MKD,DEU,56407
2005,MKD,DNK,2045
2005,MKD,DOM,16
2005,MKD,FIN,85
2005,MKD,GRC,1573
2005,MKD,HRV,9865
2005,MKD,HUN,121
2005,MKD,ISL,21
2005,MKD,ITA,52401
2005,MKD,LIE,344
2005,MKD,LTU,1
2005,MKD,LUX,264
2005,MKD,MLT,70
2005,MKD,MNE,3198
2005,MKD,MNG,8
2005,MKD,NOR,1831
2005,MKD,POL,240
2005,MKD,PRT,137
2005,MKD,SRB,51943
2005,MKD,SVK,531
2005,MKD,SVN,8770
2005,MKD,SWE,3279
2005,MKD,TUR,110994
2005,MLI,AUS,42
2005,MLI,BEN,1464
2005,MLI,BFA,37118
2005,MLI,BGR,1
2005,MLI,BOL,1
2005,MLI,CHN,448
2005,MLI,CIV,390968
2005,MLI,CMR,8251
2005,MLI,COG,10715
2005,MLI,CPV,11
2005,MLI,DNK,31
2005,MLI,ESP,13664
2005,MLI,FIN,4
2005,MLI,FRA,58965
2005,MLI,GAB,31083
2005,MLI,GHA,5631
2005,MLI,GIN,35367
2005,MLI,GMB,8552
2005,MLI,GRC,24
2005,MLI,HUN,18
2005,MLI,ISL,1
2005,MLI,ITA,939
2005,MLI,LBR,1186
2005,MLI,LBY,275
2005,MLI,LVA,2
2005,MLI,MRT,7559
2005,MLI,NER,43857
2005,MLI,NGA,130172
2005,MLI,NOR,34
2005,MLI,PRT,77
2005,MLI,SDN,1171
2005,MLI,SEN,28788
2005,MLI,SLE,682
2005,MLI,SVN,2
2005,MLI,TGO,3674
2005,MLI,TUN,220
2005,MLI,ZMB,205
2005,MLT,AUS,51360
2005,MLT,BGR,25
2005,MLT,BOL,3
2005,MLT,CAN,8365
2005,MLT,CYP,23
2005,MLT,DNK,66
2005,MLT,DOM,32
2005,MLT,FIN,25
2005,MLT,GRC,96
2005,MLT,HUN,31
2005,MLT,ISL,3
2005,MLT,ITA,1575
2005,MLT,LTU,5
2005,MLT,LUX,93
2005,MLT,LVA,6
2005,MLT,NOR,51
2005,MLT,PRT,32
2005,MLT,SVK,16
2005,MLT,SVN,2
2005,MMR,AUS,13382
2005,MMR,BGD,128693
2005,MMR,BTN,27
2005,MMR,CAN,4653
2005,MMR,CHN,24484
2005,MMR,CRI,7
2005,MMR,CYP,31
2005,MMR,DNK,408
2005,MMR,FIN,504
2005,MMR,GRC,21
2005,MMR,HUN,7
2005,MMR,IND,61009
2005,MMR,ISR,39
2005,MMR,ITA,204
2005,MMR,JPN,4013
2005,MMR,KHM,80
2005,MMR,KOR,7682
2005,MMR,LAO,245
2005,MMR,MYS,109039
2005,MMR,NOR,510
2005,MMR,NZL,824
2005,MMR,PAK,2551
2005,MMR,PAN,58
2005,MMR,SAU,162049
2005,MMR,THA,696293
2005,MMR,USA,37223
2005,MNE,ARG,1125
2005,MNE,AUS,3524
2005,MNE,BGR,20
2005,MNE,BIH,3921
2005,MNE,BOL,1
2005,MNE,FIN,2
2005,MNE,HRV,3071
2005,MNE,HUN,33
2005,MNE,ITA,1204
2005,MNE,LIE,55
2005,MNE,LUX,6563
2005,MNE,MKD,8292
2005,MNE,NOR,203
2005,MNE,PRT,94
2005,MNE,SRB,70235
2005,MNE,SVK,28
2005,MNE,VEN,244
2005,MNG,AUS,246
2005,MNG,BGR,45
2005,MNG,BLR,168
2005,MNG,BOL,1
2005,MNG,CHN,3838
2005,MNG,CRI,8
2005,MNG,CZE,1429
2005,MNG,DNK,29
2005,MNG,EST,56
2005,MNG,FIN,30
2005,MNG,GEO,27
2005,MNG,GRC,10
2005,MNG,HUN,1060
2005,MNG,ISL,18
2005,MNG,JPN,2584
2005,MNG,KAZ,58292
2005,MNG,KOR,7318
2005,MNG,LTU,76
2005,MNG,LVA,155
2005,MNG,NOR,42
2005,MNG,POL,232
2005,MNG,RUS,22355
2005,MNG,SVK,47
2005,MNG,SVN,2
2005,MNG,SWE,106
2005,MOZ,AGO,169
2005,MOZ,AUS,771
2005,MOZ,BGR,20
2005,MOZ,BOL,2
2005,MOZ,BRA,1378
2005,MOZ,BWA,665
2005,MOZ,CHL,37
2005,MOZ,CPV,51
2005,MOZ,CRI,3
2005,MOZ,CYP,7
2005,MOZ,DNK,146
2005,MOZ,ERI,876
2005,MOZ,FIN,39
2005,MOZ,GRC,66
2005,MOZ,HUN,18
2005,MOZ,ISL,11
2005,MOZ,ITA,569
2005,MOZ,KEN,523
2005,MOZ,LSO,23
2005,MOZ,MWI,55817
2005,MOZ,NAM,143
2005,MOZ,NOR,102
2005,MOZ,PRT,74985
2005,MOZ,STP,167
2005,MOZ,SWZ,11345
2005,MOZ,TZA,36267
2005,MOZ,VEN,48
2005,MOZ,ZMB,842
2005,MOZ,ZWE,145402
2005,MRT,BEL,608
2005,MRT,BGR,3
2005,MRT,BOL,1
2005,MRT,BRA,5
2005,MRT,COG,994
2005,MRT,DNK,27
2005,MRT,FIN,4
2005,MRT,GHA,14
2005,MRT,GIN,870
2005,MRT,GMB,3011
2005,MRT,GNB,545
2005,MRT,GRC,63
2005,MRT,HUN,4
2005,MRT,IRQ,200
2005,MRT,ITA,328
2005,MRT,LBY,291
2005,MRT,MAR,1117
2005,MRT,MLI,6283
2005,MRT,NOR,10
2005,MRT,PRT,35
2005,MRT,SEN,53740
2005,MRT,SLE,122
2005,MRT,TGO,95
2005,MRT,TUN,414
2005,MUS,AUS,20326
2005,MUS,BEL,2875
2005,MUS,BGR,1
2005,MUS,BWA,1055
2005,MUS,CAN,9271
2005,MUS,CHN,555
2005,MUS,CYP,7
2005,MUS,DNK,115
2005,MUS,FIN,31
2005,MUS,FRA,39349
2005,MUS,GRC,46
2005,MUS,HUN,43
2005,MUS,IND,279
2005,MUS,ISL,7
2005,MUS,ITA,6051
2005,MUS,LTU,1
2005,MUS,LUX,39
2005,MUS,NAM,111
2005,MUS,NOR,147
2005,MUS,REU,4294
2005,MUS,SVK,2
2005,MUS,SYC,502
2005,MUS,TZA,181
2005,MWI,AUS,761
2005,MWI,BOL,6
2005,MWI,BWA,1487
2005,MWI,CYP,6
2005,MWI,DNK,56
2005,MWI,ERI,487
2005,MWI,FIN,8
2005,MWI,ISL,2
2005,MWI,LSO,36
2005,MWI,MOZ,50465
2005,MWI,NAM,383
2005,MWI,NOR,55
2005,MWI,PRT,322
2005,MWI,SVN,1
2005,MWI,TZA,7048
2005,MWI,ZMB,9665
2005,MWI,ZWE,102211
2005,MYS,AUS,101481
2005,MYS,BGD,190436
2005,MYS,BGR,2
2005,MYS,BOL,7
2005,MYS,BRN,46267
2005,MYS,CAN,21722
2005,MYS,CHL,51
2005,MYS,CHN,9041
2005,MYS,CRI,3
2005,MYS,CYP,31
2005,MYS,DNK,499
2005,MYS,DOM,31
2005,MYS,DZA,694
2005,MYS,EGY,2410
2005,MYS,FIN,287
2005,MYS,GBR,57519
2005,MYS,GRC,56
2005,MYS,HKG,13766
2005,MYS,HUN,98
2005,MYS,IDN,10
2005,MYS,IND,14214
2005,MYS,ISL,19
2005,MYS,ITA,404
2005,MYS,JPN,7841
2005,MYS,KHM,265
2005,MYS,LBY,6425
2005,MYS,LCA,11
2005,MYS,LKA,453
2005,MYS,LTU,1
2005,MYS,LUX,19
2005,MYS,LVA,9
2005,MYS,MDV,60
2005,MYS,MLT,29
2005,MYS,MUS,49
2005,MYS,NOR,366
2005,MYS,NZL,14129
2005,MYS,PAN,22
2005,MYS,PNG,93
2005,MYS,PRT,43
2005,MYS,SGP,785955
2005,MYS,SLB,117
2005,MYS,SVK,3
2005,MYS,SVN,2
2005,MYS,TLS,169
2005,MYS,VEN,30
2005,NAM,AGO,601
2005,NAM,AUS,737
2005,NAM,BGR,3
2005,NAM,BWA,1208
2005,NAM,CYP,3
2005,NAM,DNK,37
2005,NAM,FIN,49
2005,NAM,GRC,8
2005,NAM,HUN,7
2005,NAM,ISL,28
2005,NAM,KEN,60
2005,NAM,LSO,4
2005,NAM,NOR,72
2005,NAM,TZA,571
2005,NAM,ZMB,251
2005,NER,BEL,468
2005,NER,BEN,60072
2005,NER,BFA,10807
2005,NER,BGR,3
2005,NER,CIV,80323
2005,NER,CMR,10566
2005,NER,CYP,6
2005,NER,DNK,10
2005,NER,EGY,187
2005,NER,FIN,14
2005,NER,GHA,6629
2005,NER,GIN,786
2005,NER,GRC,50
2005,NER,HUN,12
2005,NER,ITA,293
2005,NER,LBR,491
2005,NER,LBY,291
2005,NER,MLI,4713
2005,NER,MLT,19
2005,NER,MRT,150
2005,NER,NGA,91166
2005,NER,NOR,22
2005,NER,SEN,1421
2005,NER,SLE,78
2005,NER,SVK,1
2005,NER,TCD,2122
2005,NER,TGO,46314
2005,NER,TJK,24
2005,NGA,ARE,5108
2005,NGA,ATG,36
2005,NGA,AUS,2600
2005,NGA,AUT,7675
2005,NGA,BEL,2489
2005,NGA,BEN,49531
2005,NGA,BFA,4380
2005,NGA,BGR,57
2005,NGA,BHR,605
2005,NGA,BHS,121
2005,NGA,BLZ,35
2005,NGA,BOL,12
2005,NGA,BRA,1242
2005,NGA,BWA,422
2005,NGA,CAN,13894
2005,NGA,CHN,1013
2005,NGA,CIV,40975
2005,NGA,CMR,101721
2005,NGA,CPV,395
2005,NGA,CRI,2
2005,NGA,CYP,208
2005,NGA,DMA,35
2005,NGA,DNK,762
2005,NGA,DOM,38
2005,NGA,ECU,51
2005,NGA,EGY,953
2005,NGA,ESP,25098
2005,NGA,FIN,843
2005,NGA,GAB,13475
2005,NGA,GBR,125003
2005,NGA,GHA,28321
2005,NGA,GIN,513
2005,NGA,GNQ,219
2005,NGA,GRC,2396
2005,NGA,HRV,15
2005,NGA,HUN,981
2005,NGA,IND,709
2005,NGA,IRL,15083
2005,NGA,ISL,46
2005,NGA,ISR,63
2005,NGA,ITA,25960
2005,NGA,JPN,2315
2005,NGA,KWT,1163
2005,NGA,LBR,2713
2005,NGA,LBY,2312
2005,NGA,LCA,43
2005,NGA,LTU,16
2005,NGA,LVA,10
2005,NGA,MEX,74
2005,NGA,MLI,6242
2005,NGA,MLT,90
2005,NGA,MOZ,4316
2005,NGA,NAM,1020
2005,NGA,NER,18881
2005,NGA,NIC,22
2005,NGA,NOR,579
2005,NGA,PAN,20
2005,NGA,POL,292
2005,NGA,PRT,207
2005,NGA,QAT,905
2005,NGA,SDN,25762
2005,NGA,SEN,712
2005,NGA,SLE,1922
2005,NGA,SVK,78
2005,NGA,SVN,15
2005,NGA,SWE,1295
2005,NGA,SYC,81
2005,NGA,TCD,2028
2005,NGA,TGO,26919
2005,NGA,TTO,286
2005,NGA,TUN,128
2005,NGA,TUR,1229
2005,NGA,USA,167721
2005,NGA,VEN,90
2005,NGA,ZMB,263
2005,NIC,ARG,255
2005,NIC,AUS,776
2005,NIC,BGR,23
2005,NIC,BHS,8
2005,NIC,BOL,90
2005,NIC,BRA,429
2005,NIC,CAN,9117
2005,NIC,CHL,281
2005,NIC,COL,485
2005,NIC,CRI,268157
2005,NIC,CUB,223
2005,NIC,CYP,7
2005,NIC,DNK,144
2005,NIC,DOM,393
2005,NIC,ECU,188
2005,NIC,ESP,3397
2005,NIC,FIN,66
2005,NIC,GRC,97
2005,NIC,GTM,6424
2005,NIC,HND,5649
2005,NIC,HUN,19
2005,NIC,ISL,4
2005,NIC,ITA,684
2005,NIC,JAM,130
2005,NIC,MEX,3046
2005,NIC,NOR,123
2005,NIC,PAN,7240
2005,NIC,PER,124
2005,NIC,SLV,6024
2005,NIC,SVK,1
2005,NIC,USA,228735
2005,NIC,VEN,1953
2005,NLD,AND,260
2005,NLD,ARE,1352
2005,NLD,ARG,1706
2005,NLD,ATG,14
2005,NLD,AUS,91676
2005,NLD,AUT,6038
2005,NLD,AZE,211
2005,NLD,BEL,109559
2005,NLD,BGR,204
2005,NLD,BHR,162
2005,NLD,BHS,40
2005,NLD,BOL,177
2005,NLD,BRA,3412
2005,NLD,BRN,295
2005,NLD,BTN,16
2005,NLD,BWA,370
2005,NLD,CAN,112635
2005,NLD,CHE,18469
2005,NLD,CHL,638
2005,NLD,CHN,2801
2005,NLD,CMR,160
2005,NLD,COL,290
2005,NLD,CPV,59
2005,NLD,CRI,294
2005,NLD,CUW,9603
2005,NLD,CYP,330
2005,NLD,CZE,996
2005,NLD,DMA,7
2005,NLD,DNK,5544
2005,NLD,DOM,636
2005,NLD,ECU,383
2005,NLD,EGY,1575
2005,NLD,ESP,36403
2005,NLD,FIN,967
2005,NLD,FRA,37698
2005,NLD,GEO,11
2005,NLD,GHA,205
2005,NLD,GRC,3442
2005,NLD,GTM,106
2005,NLD,HKG,919
2005,NLD,HND,67
2005,NLD,HRV,523
2005,NLD,HUN,2262
2005,NLD,ISL,228
2005,NLD,ISR,4909
2005,NLD,ITA,10439
2005,NLD,JPN,1049
2005,NLD,KHM,46
2005,NLD,KWT,651
2005,NLD,LBR,130
2005,NLD,LBY,1436
2005,NLD,LCA,15
2005,NLD,LIE,64
2005,NLD,LTU,85
2005,NLD,LUX,3027
2005,NLD,LVA,89
2005,NLD,MEX,916
2005,NLD,MLT,335
2005,NLD,MNE,148
2005,NLD,NAM,536
2005,NLD,NIC,232
2005,NLD,NOR,4697
2005,NLD,NZL,22120
2005,NLD,PAN,236
2005,NLD,PER,633
2005,NLD,POL,1317
2005,NLD,PRT,3666
2005,NLD,QAT,321
2005,NLD,ROU,355
2005,NLD,SLV,34
2005,NLD,SRB,382
2005,NLD,SUR,2450
2005,NLD,SVK,404
2005,NLD,SVN,312
2005,NLD,SWE,5711
2005,NLD,TJK,52
2005,NLD,TUR,25209
2005,NLD,VEN,628
2005,NOR,ARG,241
2005,NOR,AUS,4392
2005,NOR,BGD,11669
2005,NOR,BGR,66
2005,NOR,BHS,11
2005,NOR,BLR,61
2005,NOR,BOL,42
2005,NOR,BRA,284
2005,NOR,BWA,227
2005,NOR,CAN,5324
2005,NOR,CHL,345
