year,origin,destination,migrant_stock
2010,EST,SWE,9981
2010,EST,UKR,10188
2010,EST,VEN,49
2010,ETH,ARE,6904
2010,ETH,ATG,85
2010,ETH,AUS,8939
2010,ETH,BEL,2819
2010,ETH,BGR,49
2010,ETH,BHR,797
2010,ETH,BLR,23
2010,ETH,BOL,2
2010,ETH,CAN,24429
2010,ETH,CHL,51
2010,ETH,CHN,416
2010,ETH,CRI,2
2010,ETH,CYP,85
2010,ETH,DJI,11222
2010,ETH,DNK,1686
2010,ETH,EGY,1185
2010,ETH,ERI,90
2010,ETH,EST,4
2010,ETH,FIN,1434
2010,ETH,GHA,25
2010,ETH,GRC,2563
2010,ETH,HUN,132
2010,ETH,ISL,62
2010,ETH,ISR,81526
2010,ETH,ITA,23644
2010,ETH,KEN,35309
2010,ETH,KWT,2897
2010,ETH,LBN,51659
2010,ETH,LBY,1630
2010,ETH,LCA,3
2010,ETH,LIE,6
2010,ETH,MLT,280
2010,ETH,NAM,211
2010,ETH,NIC,76
2010,ETH,NLD,8655
2010,ETH,NOR,5137
2010,ETH,PRT,27
2010,ETH,QAT,1786
2010,ETH,SAU,67124
2010,ETH,SDN,73623
2010,ETH,SOM,26183
2010,ETH,SSD,8509
2010,ETH,SVK,25
2010,ETH,SVN,13
2010,ETH,SWE,13463
2010,ETH,SWZ,26
2010,ETH,UGA,1770
2010,ETH,USA,171081
2010,ETH,VEN,33
2010,ETH,YEM,6181
2010,FIN,AUS,9523
2010,FIN,BEL,2823
2010,FIN,BGR,51
2010,FIN,BLR,2017
2010,FIN,BOL,34
2010,FIN,BRA,491
2010,FIN,CAN,10422
2010,FIN,CHL,165
2010,FIN,CHN,1320
2010,FIN,CRI,23
2010,FIN,CYP,518
2010,FIN,DNK,3591
2010,FIN,DOM,27
2010,FIN,EGY,312
2010,FIN,EST,2398
2010,FIN,GEO,11
2010,FIN,GRC,816
2010,FIN,HRV,39
2010,FIN,HUN,699
2010,FIN,ISL,182
2010,FIN,ISR,641
2010,FIN,ITA,2553
2010,FIN,KGZ,132
2010,FIN,LBY,740
2010,FIN,LIE,9
2010,FIN,LKA,61
2010,FIN,LTU,101
2010,FIN,LUX,854
2010,FIN,LVA,277
2010,FIN,MEX,148
2010,FIN,MLT,65
2010,FIN,MNG,3
2010,FIN,NAM,79
2010,FIN,NOR,6593
2010,FIN,PAN,40
2010,FIN,POL,258
2010,FIN,PRT,295
2010,FIN,ROU,91
2010,FIN,RUS,2164
2010,FIN,SVK,124
2010,FIN,SVN,29
2010,FIN,SWE,170856
2010,FIN,VEN,68
2010,FJI,AUS,63911
2010,FJI,BGR,2
2010,FJI,CAN,24843
2010,FJI,CRI,2
2010,FJI,CYP,3
2010,FJI,DNK,23
2010,FJI,FIN,7
2010,FJI,GRC,1
2010,FJI,IND,133
2010,FJI,ISL,2
2010,FJI,KIR,489
2010,FJI,MHL,111
2010,FJI,NOR,40
2010,FJI,NRU,58
2010,FJI,NZL,47256
2010,FJI,PNG,83
2010,FJI,SLB,110
2010,FJI,SVN,1
2010,FJI,TON,582
2010,FJI,TUV,48
2010,FJI,VUT,216
2010,FJI,WSM,142
2010,FRA,AND,4796
2010,FRA,ARE,11336
2010,FRA,ARG,6886
2010,FRA,ATG,39
2010,FRA,AUS,28213
2010,FRA,AUT,7549
2010,FRA,BDI,248
2010,FRA,BEL,173219
2010,FRA,BEN,1161
2010,FRA,BGR,509
2010,FRA,BHR,1313
2010,FRA,BHS,132
2010,FRA,BIH,175
2010,FRA,BOL,1063
2010,FRA,BRA,9325
2010,FRA,BTN,29
2010,FRA,CAN,106760
2010,FRA,CHE,135578
2010,FRA,CHL,3975
2010,FRA,CHN,14748
2010,FRA,CMR,3695
2010,FRA,COG,7765
2010,FRA,COL,2064
2010,FRA,COM,486
2010,FRA,CPV,194
2010,FRA,CRI,861
2010,FRA,CUB,113
2010,FRA,CYP,961
2010,FRA,CZE,4405
2010,FRA,DEU,116501
2010,FRA,DMA,69
2010,FRA,DNK,6141
2010,FRA,DOM,1945
2010,FRA,DZA,482
2010,FRA,ECU,1234
2010,FRA,EGY,3102
2010,FRA,ERI,360
2010,FRA,ESP,209075
2010,FRA,EST,212
2010,FRA,FIN,1850
2010,FRA,GAB,10497
2010,FRA,GBR,135705
2010,FRA,GEO,38
2010,FRA,GHA,182
2010,FRA,GIN,648
2010,FRA,GNB,104
2010,FRA,GNQ,3649
2010,FRA,GRC,7090
2010,FRA,GTM,224
2010,FRA,HKG,2149
2010,FRA,HND,103
2010,FRA,HRV,1749
2010,FRA,HTI,397
2010,FRA,HUN,3830
2010,FRA,IND,1083
2010,FRA,IRL,10337
2010,FRA,ISL,444
2010,FRA,ISR,40603
2010,FRA,ITA,127896
2010,FRA,JPN,9042
2010,FRA,KHM,305
2010,FRA,KWT,2354
2010,FRA,LBR,59
2010,FRA,LBY,4475
2010,FRA,LCA,57
2010,FRA,LIE,115
2010,FRA,LKA,294
2010,FRA,LTU,335
2010,FRA,LUX,23716
2010,FRA,LVA,331
2010,FRA,MAR,26839
2010,FRA,MCO,6399
2010,FRA,MDA,201
2010,FRA,MDG,8066
2010,FRA,MDV,98
2010,FRA,MEX,7176
2010,FRA,MLI,4357
2010,FRA,MLT,352
2010,FRA,MNE,397
2010,FRA,MNG,66
2010,FRA,MUS,1308
2010,FRA,NAM,536
2010,FRA,NIC,138
2010,FRA,NLD,22317
2010,FRA,NOR,4620
2010,FRA,NZL,3759
2010,FRA,PAN,828
2010,FRA,PER,2039
2010,FRA,POL,27241
2010,FRA,PRT,80086
2010,FRA,PRY,630
2010,FRA,QAT,1329
2010,FRA,REU,81294
2010,FRA,ROU,2888
2010,FRA,RUS,2499
2010,FRA,SEN,13027
2010,FRA,SLV,205
2010,FRA,SMR,24
2010,FRA,SRB,3982
2010,FRA,SVK,2454
2010,FRA,SVN,1636
2010,FRA,SWE,7872
2010,FRA,SYC,214
2010,FRA,TCD,853
2010,FRA,TGO,945
2010,FRA,THA,21829
2010,FRA,TUN,6669
2010,FRA,TUR,24252
2010,FRA,URY,456
2010,FRA,USA,204225
2010,FRA,VEN,3695
2010,FRA,VUT,510
2010,FRA,WSM,11
2010,FRA,ZMB,70
2010,GAB,AUS,30
2010,GAB,BGR,11
2010,GAB,CMR,845
2010,GAB,COG,2380
2010,GAB,CPV,8
2010,GAB,CRI,2
2010,GAB,DNK,6
2010,GAB,FIN,7
2010,GAB,FRA,19836
2010,GAB,GNQ,205
2010,GAB,GRC,8
2010,GAB,HUN,5
2010,GAB,ISL,1
2010,GAB,ITA,245
2010,GAB,MLI,9603
2010,GAB,MRT,59
2010,GAB,NOR,8
2010,GAB,PRT,499
2010,GAB,STP,268
2010,GAB,SVN,2
2010,GAB,TCD,282
2010,GAB,TGO,796
2010,GBR,AND,1125
2010,GBR,ARE,18240
2010,GBR,ARG,3023
2010,GBR,ATG,935
2010,GBR,AUS,1185773
2010,GBR,AUT,9183
2010,GBR,BEL,23687
2010,GBR,BGD,31619
2010,GBR,BGR,2757
2010,GBR,BHR,2104
2010,GBR,BHS,1839
2010,GBR,BLR,441
2010,GBR,BLZ,347
2010,GBR,BOL,776
2010,GBR,BRA,4822
2010,GBR,BRB,2389
2010,GBR,BRN,2012
2010,GBR,BTN,34
2010,GBR,BWA,1133
2010,GBR,CAN,562869
2010,GBR,CHE,41818
2010,GBR,CHL,1926
2010,GBR,CHN,12329
2010,GBR,CMR,204
2010,GBR,COL,1193
2010,GBR,CPV,50
2010,GBR,CRI,513
2010,GBR,CUB,43
2010,GBR,CUW,24
2010,GBR,CYP,38224
2010,GBR,CZE,4427
2010,GBR,DMA,543
2010,GBR,DNK,16392
2010,GBR,DOM,460
2010,GBR,DZA,694
2010,GBR,ECU,1137
2010,GBR,EGY,11413
2010,GBR,ERI,47
2010,GBR,ESP,318319
2010,GBR,EST,524
2010,GBR,FIN,4367
2010,GBR,FJI,331
2010,GBR,FRA,169427
2010,GBR,GEO,32
2010,GBR,GHA,1130
2010,GBR,GRC,18723
2010,GBR,GTM,194
2010,GBR,GUY,305
2010,GBR,HKG,17301
2010,GBR,HND,73
2010,GBR,HRV,666
2010,GBR,HUN,5367
2010,GBR,IDN,3289
2010,GBR,IND,6823
2010,GBR,IRL,288432
2010,GBR,ISL,1093
2010,GBR,ISR,21530
2010,GBR,ITA,58047
2010,GBR,JAM,4843
2010,GBR,JPN,16198
2010,GBR,KHM,102
2010,GBR,KIR,9
2010,GBR,KWT,8003
2010,GBR,LBR,230
2010,GBR,LBY,6438
2010,GBR,LCA,826
2010,GBR,LIE,57
2010,GBR,LKA,1163
2010,GBR,LTU,3901
2010,GBR,LUX,4329
2010,GBR,LVA,1369
2010,GBR,MAR,924
2010,GBR,MDA,89
2010,GBR,MDV,102
2010,GBR,MEX,3380
2010,GBR,MLT,8482
2010,GBR,MNE,98
2010,GBR,MNG,80
2010,GBR,MUS,395
2010,GBR,MWI,1478
2010,GBR,MYS,3524
2010,GBR,NAM,1718
2010,GBR,NIC,66
2010,GBR,NLD,47223
2010,GBR,NOR,16760
2010,GBR,NZL,250852
2010,GBR,PAN,1723
2010,GBR,PER,1456
2010,GBR,PHL,3587
2010,GBR,PNG,1594
2010,GBR,POL,15498
2010,GBR,PRT,16215
2010,GBR,PRY,179
2010,GBR,QAT,4616
2010,GBR,ROU,1907
2010,GBR,RUS,1700
2010,GBR,SLB,42
2010,GBR,SLE,229
2010,GBR,SLV,86
2010,GBR,SRB,345
2010,GBR,SVK,4037
2010,GBR,SVN,524
2010,GBR,SWE,20602
2010,GBR,SYC,259
2010,GBR,THA,83272
2010,GBR,TJK,320
2010,GBR,TTO,2286
2010,GBR,TUR,28024
2010,GBR,TZA,1040
2010,GBR,UGA,963
2010,GBR,URY,440
2010,GBR,USA,848418
2010,GBR,VCT,798
2010,GBR,VEN,1742
2010,GBR,VUT,107
2010,GBR,WSM,29
2010,GBR,ZMB,1286
2010,GBR,ZWE,12174
2010,GEO,ARM,51242
2010,GEO,AUS,487
2010,GEO,AUT,2842
2010,GEO,AZE,45133
2010,GEO,BGR,264
2010,GEO,BLR,8583
2010,GEO,BOL,2
2010,GEO,CHL,59
2010,GEO,CRI,13
2010,GEO,CYP,16037
2010,GEO,CZE,1227
2010,GEO,DNK,196
2010,GEO,ESP,5674
2010,GEO,EST,1599
2010,GEO,FIN,27
2010,GEO,GRC,88308
2010,GEO,HUN,212
2010,GEO,ISL,20
2010,GEO,ISR,7054
2010,GEO,ITA,6601
2010,GEO,KAZ,11058
2010,GEO,KGZ,3712
2010,GEO,LTU,723
2010,GEO,LVA,1614
2010,GEO,MDA,794
2010,GEO,MLT,33
2010,GEO,NOR,207
2010,GEO,PAN,50
2010,GEO,POL,454
2010,GEO,PRT,943
2010,GEO,RUS,441852
2010,GEO,SVK,65
2010,GEO,SVN,15
2010,GEO,TJK,676
2010,GEO,TUR,18514
2010,GEO,UKR,64185
2010,GEO,VEN,12
2010,GHA,ATG,29
2010,GHA,AUS,4192
2010,GHA,BEL,6584
2010,GHA,BEN,12065
2010,GHA,BFA,30810
2010,GHA,BGR,10
2010,GHA,BHS,44
2010,GHA,BOL,12
2010,GHA,BRA,69
2010,GHA,CAN,21466
2010,GHA,CHN,1102
2010,GHA,CIV,97313
2010,GHA,CPV,40
2010,GHA,CRI,2
2010,GHA,CYP,88
2010,GHA,DNK,1646
2010,GHA,ESP,14857
2010,GHA,EST,6
2010,GHA,FIN,861
2010,GHA,GAB,4156
2010,GHA,GBR,92044
2010,GHA,GRC,632
2010,GHA,HUN,124
2010,GHA,ISL,44
2010,GHA,ISR,368
2010,GHA,ITA,35544
2010,GHA,JPN,1899
2010,GHA,LBR,7069
2010,GHA,LBY,547
2010,GHA,LCA,19
2010,GHA,LSO,87
2010,GHA,LTU,1
2010,GHA,MEX,13
2010,GHA,MLI,4058
2010,GHA,MLT,55
2010,GHA,MRT,144
2010,GHA,NAM,143
2010,GHA,NER,1659
2010,GHA,NGA,183688
2010,GHA,NLD,13337
2010,GHA,NOR,1524
2010,GHA,PRT,170
2010,GHA,SEN,1678
2010,GHA,SLE,1107
2010,GHA,SVK,16
2010,GHA,SVN,19
2010,GHA,TGO,42991
2010,GHA,USA,126455
2010,GHA,VEN,31
2010,GHA,ZMB,175
2010,GIN,AGO,277
2010,GIN,AUS,642
2010,GIN,BEL,7023
2010,GIN,BGR,10
2010,GIN,BOL,8
2010,GIN,BRA,67
2010,GIN,CAN,3795
2010,GIN,CHN,344
2010,GIN,CIV,114914
2010,GIN,CMR,3665
2010,GIN,CPV,398
2010,GIN,DNK,93
2010,GIN,EGY,97
2010,GIN,FIN,45
2010,GIN,FRA,30205
2010,GIN,GAB,3251
2010,GIN,GHA,114
2010,GIN,GMB,38981
2010,GIN,GNB,4657
2010,GIN,GRC,193
2010,GIN,HUN,43
2010,GIN,ISL,14
2010,GIN,ITA,2619
2010,GIN,LBR,35375
2010,GIN,LIE,1
2010,GIN,MAR,750
2010,GIN,MEX,21
2010,GIN,MLI,29054
2010,GIN,MRT,2157
2010,GIN,NAM,53
2010,GIN,NOR,163
2010,GIN,PRT,3970
2010,GIN,SEN,48426
2010,GIN,SLE,47462
2010,GIN,SVK,1
2010,GIN,SVN,8
2010,GIN,TGO,2964
2010,GMB,AUS,102
2010,GMB,BGR,10
2010,GMB,CPV,5
2010,GMB,DNK,590
2010,GMB,ESP,18817
2010,GMB,FIN,385
2010,GMB,GHA,1337
2010,GMB,GIN,319
2010,GMB,GNB,1410
2010,GMB,GRC,53
2010,GMB,HUN,11
2010,GMB,ISL,7
2010,GMB,ITA,1075
2010,GMB,LBR,711
2010,GMB,LIE,1
2010,GMB,MLI,1006
2010,GMB,NAM,86
2010,GMB,NOR,1012
2010,GMB,PRT,101
2010,GMB,SEN,4849
2010,GMB,SLE,1316
2010,GMB,SVN,4
2010,GMB,TGO,944
2010,GNB,BGR,5
2010,GNB,BRA,941
2010,GNB,CPV,4829
2010,GNB,DNK,51
2010,GNB,FIN,4
2010,GNB,GIN,5032
2010,GNB,GMB,11904
2010,GNB,HUN,8
2010,GNB,ISL,1
2010,GNB,ITA,488
2010,GNB,LBR,454
2010,GNB,LBY,276
2010,GNB,MLI,289
2010,GNB,MRT,834
2010,GNB,NOR,22
2010,GNB,PRT,25070
2010,GNB,SEN,27726
2010,GNB,SLE,47
2010,GNB,SVN,2
2010,GNB,TGO,116
2010,GNQ,CHN,158
2010,GNQ,CMR,2688
2010,GNQ,COG,1190
2010,GNQ,DNK,1
2010,GNQ,ESP,21308
2010,GNQ,FIN,9
2010,GNQ,GAB,56815
2010,GNQ,GRC,1
2010,GNQ,ISL,3
2010,GNQ,MLI,653
2010,GNQ,NOR,3
2010,GNQ,PRT,194
2010,GNQ,SLE,3
2010,GNQ,STP,165
2010,GNQ,TGO,95
2010,GRC,ALB,32054
2010,GRC,ARG,1561
2010,GRC,ARM,1450
2010,GRC,AUS,122541
2010,GRC,AUT,3474
2010,GRC,BEL,14273
2010,GRC,BGR,4469
2010,GRC,BHS,84
2010,GRC,BLR,104
2010,GRC,BOL,22
2010,GRC,BRA,1497
2010,GRC,CAN,68096
2010,GRC,CHE,8106
2010,GRC,CHL,199
2010,GRC,CMR,153
2010,GRC,CRI,34
2010,GRC,CYP,24875
2010,GRC,CZE,1647
2010,GRC,DEU,174088
2010,GRC,DNK,1427
2010,GRC,DOM,61
2010,GRC,EGY,469
2010,GRC,EST,25
2010,GRC,FIN,658
2010,GRC,GEO,152
2010,GRC,HRV,146
2010,GRC,HUN,1324
2010,GRC,ISL,25
2010,GRC,ISR,1076
2010,GRC,ITA,14943
2010,GRC,LBY,2331
2010,GRC,LIE,49
2010,GRC,LKA,89
2010,GRC,LTU,57
2010,GRC,LUX,1195
2010,GRC,LVA,34
2010,GRC,MDA,253
2010,GRC,MEX,250
2010,GRC,MKD,216
2010,GRC,MLT,63
2010,GRC,MNE,50
2010,GRC,NLD,9412
2010,GRC,NOR,849
2010,GRC,PAN,278
2010,GRC,POL,2895
2010,GRC,PRT,165
2010,GRC,ROU,3940
2010,GRC,RUS,1883
2010,GRC,SRB,872
2010,GRC,SVK,330
2010,GRC,SVN,79
2010,GRC,SWE,11288
2010,GRC,TUR,37266
2010,GRC,USA,146811
2010,GRC,VEN,731
2010,GRD,ATG,181
2010,GRD,AUS,130
2010,GRD,BHS,30
2010,GRD,BRB,371
2010,GRD,CAN,10325
2010,GRD,CRI,9
2010,GRD,CUW,3
2010,GRD,DNK,9
2010,GRD,FIN,1
2010,GRD,GRC,2
2010,GRD,GUY,102
2010,GRD,HUN,5
2010,GRD,JAM,210
2010,GRD,KNA,56
2010,GRD,LCA,176
2010,GRD,MLI,300
2010,GRD,PAN,23
2010,GRD,TTO,7748
2010,GRD,VCT,431
2010,GRD,VEN,176
2010,GTM,ARG,506
2010,GTM,AUS,414
2010,GTM,BGR,6
2010,GTM,BHS,32
2010,GTM,BLZ,19995
2010,GTM,BOL,122
2010,GTM,BRA,281
2010,GTM,CAN,16090
2010,GTM,CHL,372
2010,GTM,COL,491
2010,GTM,CRI,2623
2010,GTM,CUB,41
2010,GTM,DNK,222
2010,GTM,DOM,408
2010,GTM,ECU,314
2010,GTM,EST,7
2010,GTM,FIN,59
2010,GTM,GRC,32
2010,GTM,HND,3280
2010,GTM,HUN,18
2010,GTM,ISL,32
2010,GTM,ITA,1746
2010,GTM,JAM,309
2010,GTM,LCA,4
2010,GTM,LIE,4
2010,GTM,MEX,35780
2010,GTM,NIC,1634
2010,GTM,NOR,389
2010,GTM,PAN,1372
2010,GTM,PER,181
2010,GTM,PRT,27
2010,GTM,SLV,8521
2010,GTM,SVN,1
2010,GTM,USA,823536
2010,GTM,VEN,422
2010,GUY,ATG,6086
2010,GUY,AUS,602
2010,GUY,BGR,4
2010,GUY,BHS,1232
2010,GUY,BOL,4
2010,GUY,BRA,1848
2010,GUY,BRB,6277
2010,GUY,CAN,88672
2010,GUY,CRI,29
2010,GUY,CUW,423
2010,GUY,DMA,163
2010,GUY,DNK,95
2010,GUY,DOM,23
2010,GUY,EST,2
2010,GUY,FIN,14
2010,GUY,GRC,11
2010,GUY,GRD,337
2010,GUY,HUN,5
2010,GUY,ISL,20
2010,GUY,KNA,756
2010,GUY,LCA,2274
2010,GUY,NOR,86
2010,GUY,PAN,42
2010,GUY,SUR,11264
2010,GUY,SVN,3
2010,GUY,TTO,9490
2010,GUY,USA,257524
2010,GUY,VCT,242
2010,GUY,VEN,8510
2010,HKG,AUS,85347
2010,HKG,BHS,24
2010,HKG,BLZ,61
2010,HKG,BOL,2
2010,HKG,BRN,504
2010,HKG,CAN,210571
2010,HKG,CHN,227011
2010,HKG,CRI,3238
2010,HKG,CUW,104
2010,HKG,EST,1
2010,HKG,GBR,109135
2010,HKG,JPN,8906
2010,HKG,KHM,129
2010,HKG,MAC,18888
2010,HKG,MUS,20
2010,HKG,NOR,1643
2010,HKG,NZL,7289
2010,HKG,PAN,240
2010,HKG,PRT,116
2010,HKG,SGP,2575
2010,HKG,SLV,8
2010,HKG,USA,215677
2010,HKG,VEN,547
2010,HND,ARG,275
2010,HND,ATG,7
2010,HND,AUS,240
2010,HND,BGR,2
2010,HND,BHS,40
2010,HND,BLZ,7313
2010,HND,BOL,198
2010,HND,CAN,6289
2010,HND,CHL,403
2010,HND,COL,382
2010,HND,CRI,3869
2010,HND,CYP,3
2010,HND,DNK,111
2010,HND,DOM,404
2010,HND,ECU,250
2010,HND,ESP,28247
2010,HND,EST,1
2010,HND,FIN,39
2010,HND,GRC,53
2010,HND,GTM,7292
2010,HND,HUN,11
2010,HND,ISL,32
2010,HND,ITA,1563
2010,HND,JAM,164
2010,HND,LIE,1
2010,HND,MEX,11167
2010,HND,NIC,11534
2010,HND,NOR,94
2010,HND,PAN,1284
2010,HND,PER,177
2010,HND,SLV,11198
2010,HND,USA,509973
2010,HND,VEN,293
2010,HRV,ARG,1402
2010,HRV,AUS,68492
2010,HRV,AUT,39459
2010,HRV,BGR,76
2010,HRV,BIH,12849
2010,HRV,BOL,33
2010,HRV,BRA,568
2010,HRV,CAN,40282
2010,HRV,CHE,19810
2010,HRV,CHL,281
2010,HRV,CRI,25
2010,HRV,CYP,88
2010,HRV,CZE,2416
2010,HRV,DEU,170139
2010,HRV,DNK,729
2010,HRV,EST,13
2010,HRV,FIN,159
2010,HRV,GBR,8280
2010,HRV,GRC,454
2010,HRV,HUN,2338
2010,HRV,IRL,983
2010,HRV,ISL,148
2010,HRV,ITA,50184
2010,HRV,LIE,130
2010,HRV,LTU,6
2010,HRV,LUX,271
2010,HRV,LVA,6
2010,HRV,MKD,1323
2010,HRV,MLI,792
2010,HRV,MLT,59
2010,HRV,MNE,14529
2010,HRV,NOR,2730
2010,HRV,PAN,87
2010,HRV,POL,796
2010,HRV,PRT,72
2010,HRV,SRB,343685
2010,HRV,SVK,664
2010,HRV,SVN,55964
2010,HRV,SWE,6258
2010,HRV,VEN,391
2010,HTI,ARG,257
2010,HTI,ATG,31
2010,HTI,AUS,102
2010,HTI,BGR,5
2010,HTI,BHS,25465
2010,HTI,BLZ,46
2010,HTI,BOL,13
2010,HTI,BRA,355
2010,HTI,BRB,32
2010,HTI,CAN,82200
2010,HTI,CHL,2345
2010,HTI,CRI,71
2010,HTI,CUB,284
2010,HTI,CUW,1812
2010,HTI,CYP,3
2010,HTI,DMA,3071
2010,HTI,DNK,143
2010,HTI,DOM,313363
2010,HTI,ECU,978
2010,HTI,FIN,12
2010,HTI,FRA,75919
2010,HTI,GRC,40
2010,HTI,GTM,12
2010,HTI,HND,31
2010,HTI,ISL,7
2010,HTI,ITA,585
2010,HTI,LCA,26
2010,HTI,LKA,38
2010,HTI,MEX,1164
2010,HTI,NIC,22
2010,HTI,NOR,30
2010,HTI,PAN,463
2010,HTI,PER,60
2010,HTI,SVN,1
2010,HTI,USA,599162
2010,HTI,VEN,1831
2010,HUN,ARG,919
2010,HUN,AUS,22824
2010,HUN,AUT,38876
2010,HUN,BEL,7031
2010,HUN,BGR,306
2010,HUN,BIH,161
2010,HUN,BLR,327
2010,HUN,BOL,23
2010,HUN,BRA,1478
2010,HUN,CAN,41654
2010,HUN,CHE,15816
2010,HUN,CHL,275
2010,HUN,CRI,74
2010,HUN,CUB,28
2010,HUN,CYP,362
2010,HUN,CZE,4922
2010,HUN,DEU,136334
2010,HUN,DNK,2745
2010,HUN,DOM,21
2010,HUN,EST,99
2010,HUN,FIN,1442
2010,HUN,GEO,46
2010,HUN,GRC,1830
2010,HUN,HRV,1037
2010,HUN,IRL,6672
2010,HUN,ISL,154
2010,HUN,ISR,11501
2010,HUN,ITA,10734
2010,HUN,LBY,302
2010,HUN,LIE,49
2010,HUN,LTU,115
2010,HUN,LUX,711
2010,HUN,LVA,244
2010,HUN,MDA,150
2010,HUN,MEX,365
2010,HUN,MKD,75
2010,HUN,MLT,117
2010,HUN,MNE,45
2010,HUN,MNG,9
2010,HUN,NLD,8979
2010,HUN,NOR,2145
2010,HUN,PAN,51
2010,HUN,POL,1346
2010,HUN,PRT,352
2010,HUN,ROU,5484
2010,HUN,RUS,16542
2010,HUN,SRB,1699
2010,HUN,SVK,14561
2010,HUN,SVN,450
2010,HUN,SWE,15250
2010,HUN,VEN,980
2010,IDN,ARE,199195
2010,IDN,AUS,71090
2010,IDN,BEL,3270
2010,IDN,BGD,143647
2010,IDN,BGR,22
2010,IDN,BHR,23008
2010,IDN,BHS,30
2010,IDN,BOL,9
2010,IDN,BRA,716
2010,IDN,BRN,6036
2010,IDN,CAN,14446
2010,IDN,CHN,6690
2010,IDN,CRI,18
2010,IDN,CUW,169
2010,IDN,CYP,181
2010,IDN,DNK,1064
2010,IDN,DZA,1255
2010,IDN,EGY,2822
2010,IDN,EST,6
2010,IDN,FIN,311
2010,IDN,GRC,470
2010,IDN,GTM,35
2010,IDN,HKG,131809
2010,IDN,HRV,27
2010,IDN,HUN,217
2010,IDN,IND,946
2010,IDN,ISL,108
2010,IDN,ITA,2345
2010,IDN,JPN,24873
2010,IDN,KHM,116
2010,IDN,KOR,17136
2010,IDN,KWT,75811
2010,IDN,LBY,11627
2010,IDN,LIE,4
2010,IDN,LKA,317
2010,IDN,LTU,1
2010,IDN,LVA,3
2010,IDN,MEX,151
2010,IDN,MLT,18
2010,IDN,MYS,1540665
2010,IDN,NAM,90
2010,IDN,NLD,139220
2010,IDN,NOR,1244
2010,IDN,NZL,4802
2010,IDN,PAK,413
2010,IDN,PAN,116
2010,IDN,PNG,13219
2010,IDN,PRT,218
2010,IDN,QAT,46507
2010,IDN,SAU,244403
2010,IDN,SGP,151605
2010,IDN,SLB,74
2010,IDN,SVK,22
2010,IDN,SVN,25
2010,IDN,SYC,126
2010,IDN,TLS,5779
2010,IDN,TUR,1914
2010,IDN,VEN,56
2010,IND,ARE,2168857
2010,IND,ATG,74
2010,IND,AUS,326913
2010,IND,AUT,11544
2010,IND,BEL,15994
2010,IND,BGD,32301
2010,IND,BGR,138
2010,IND,BHR,250789
2010,IND,BHS,552
2010,IND,BLR,46
2010,IND,BLZ,502
2010,IND,BOL,92
2010,IND,BRA,860
2010,IND,BRB,441
2010,IND,BRN,3017
2010,IND,BTN,42383
2010,IND,BWA,4863
2010,IND,CAN,548591
2010,IND,CHE,16397
2010,IND,CHL,877
2010,IND,CHN,14726
2010,IND,COL,181
2010,IND,CRI,55
2010,IND,CUW,588
2010,IND,CYP,2885
2010,IND,CZE,1260
2010,IND,DEU,52489
2010,IND,DMA,24
2010,IND,DNK,8124
2010,IND,DOM,91
2010,IND,ECU,232
2010,IND,EGY,1534
2010,IND,ERI,99
2010,IND,ESP,35709
2010,IND,EST,111
2010,IND,FIN,3624
2010,IND,FJI,1255
2010,IND,FRA,47392
2010,IND,GBR,700150
2010,IND,GEO,30
2010,IND,GHA,708
2010,IND,GRC,10751
2010,IND,HKG,17632
2010,IND,HRV,67
2010,IND,HUN,1108
2010,IND,IDN,15
2010,IND,IRL,16348
2010,IND,IRQ,238
2010,IND,ISL,272
2010,IND,ISR,18245
2010,IND,ITA,98675
2010,IND,JAM,1152
2010,IND,JPN,22525
2010,IND,KAZ,1071
2010,IND,KHM,105
2010,IND,KWT,674272
2010,IND,LBR,712
2010,IND,LBY,4310
2010,IND,LCA,228
2010,IND,LIE,23
2010,IND,LKA,10529
2010,IND,LSO,223
2010,IND,LTU,95
2010,IND,LUX,127
2010,IND,LVA,102
2010,IND,MDG,1425
2010,IND,MDV,13568
2010,IND,MEX,911
2010,IND,MLT,215
2010,IND,MMR,27316
2010,IND,MNG,90
2010,IND,MOZ,2256
2010,IND,MUS,7517
2010,IND,MWI,2419
2010,IND,MYS,95112
2010,IND,NAM,674
2010,IND,NIC,23
2010,IND,NLD,17742
2010,IND,NOR,8132
2010,IND,NPL,461186
2010,IND,NZL,58441
2010,IND,OMN,282567
2010,IND,PAK,1943345
2010,IND,PAN,3828
2010,IND,PER,219
2010,IND,PHL,9336
2010,IND,PNG,154
2010,IND,POL,1202
2010,IND,PRT,6889
2010,IND,QAT,523305
2010,IND,RUS,5486
2010,IND,SAU,1515540
2010,IND,SDN,1396
2010,IND,SGP,263621
2010,IND,SLE,539
2010,IND,SLV,11
2010,IND,SRB,877
2010,IND,SSD,1364
2010,IND,SVK,122
2010,IND,SVN,83
2010,IND,SWE,17201
2010,IND,SYC,5788
2010,IND,THA,44959
2010,IND,TJK,628
2010,IND,TON,220
2010,IND,TTO,926
2010,IND,TZA,7629
2010,IND,UKR,3804
2010,IND,USA,1799127
2010,IND,VEN,246
2010,IND,ZMB,4630
2010,IRL,ARG,312
2010,IRL,AUS,71858
2010,IRL,BEL,3039
2010,IRL,BGR,10
2010,IRL,BHS,54
2010,IRL,BLR,21
2010,IRL,BOL,66
2010,IRL,BRA,174
