year,origin,destination,route_count
2000,UGA,ZAF,1
2000,UKR,ARE,10
2000,UKR,ARM,2
2000,UKR,AUT,10
2000,UKR,AZE,3
2000,UKR,BEL,2
2000,UKR,BLR,2
2000,UKR,CHE,3
2000,UKR,CYP,6
2000,UKR,CZE,3
2000,UKR,DEU,12
2000,UKR,ESP,11
2000,UKR,EST,1
2000,UKR,FIN,1
2000,UKR,FRA,3
2000,UKR,GBR,3
2000,UKR,GEO,7
2000,UKR,GRC,5
2000,UKR,HUN,1
2000,UKR,ISR,7
2000,UKR,ITA,10
2000,UKR,JOR,1
2000,UKR,KAZ,4
2000,UKR,LTU,2
2000,UKR,LVA,2
2000,UKR,MDA,1
2000,UKR,NLD,2
2000,UKR,NOR,1
2000,UKR,POL,6
2000,UKR,PRT,2
2000,UKR,RUS,39
2000,UKR,THA,1
2000,UKR,TUR,20
2000,UKR,USA,1
2000,UKR,UZB,1
2000,URY,ARG,9
2000,URY,BRA,9
2000,URY,CHL,2
2000,URY,ESP,1
2000,URY,PAN,1
2000,URY,PER,1
2000,URY,PRY,1
2000,URY,USA,2
2000,USA,ABW,21
2000,USA,ARE,24
2000,USA,ARG,10
2000,USA,ASM,1
2000,USA,ATG,7
2000,USA,AUS,26
2000,USA,AUT,6
2000,USA,BEL,21
2000,USA,BHS,72
2000,USA,BLZ,10
2000,USA,BMU,11
2000,USA,BOL,2
2000,USA,BRA,57
2000,USA,BRB,3
2000,USA,CAN,364
2000,USA,CHE,29
2000,USA,CHL,10
2000,USA,CHN,59
2000,USA,COL,49
2000,USA,CRI,34
2000,USA,CYM,17
2000,USA,DEU,114
2000,USA,DNK,7
2000,USA,DOM,61
2000,USA,ECU,8
2000,USA,EGY,2
2000,USA,ESP,57
2000,USA,ETH,1
2000,USA,FIN,4
2000,USA,FJI,6
2000,USA,FRA,89
2000,USA,GBR,207
2000,USA,GHA,1
2000,USA,GLP,2
2000,USA,GRC,3
2000,USA,GRD,4
2000,USA,GTM,17
2000,USA,GUM,1
2000,USA,GUY,2
2000,USA,HKG,16
2000,USA,HND,19
2000,USA,HTI,13
2000,USA,IND,5
2000,USA,IRL,35
2000,USA,ISL,7
2000,USA,ISR,7
2000,USA,ITA,53
2000,USA,JAM,40
2000,USA,JOR,6
2000,USA,JPN,80
2000,USA,KIR,2
2000,USA,KNA,3
2000,USA,KOR,39
2000,USA,KWT,2
2000,USA,LCA,7
2000,USA,LVA,1
2000,USA,MAR,1
2000,USA,MEX,369
2000,USA,MHL,1
2000,USA,MTQ,2
2000,USA,NGA,3
2000,USA,NIC,6
2000,USA,NLD,39
2000,USA,NOR,5
2000,USA,NZL,10
2000,USA,PAK,1
2000,USA,PAN,29
2000,USA,PER,21
2000,USA,PHL,3
2000,USA,POL,2
2000,USA,PRI,53
2000,USA,PRT,14
2000,USA,PRY,2
2000,USA,PYF,7
2000,USA,QAT,11
2000,USA,RUS,13
2000,USA,SAU,5
2000,USA,SEN,4
2000,USA,SLV,28
2000,USA,SWE,7
2000,USA,TCA,14
2000,USA,TTO,11
2000,USA,TUR,10
2000,USA,TWN,14
2000,USA,UKR,1
2000,USA,URY,2
2000,USA,VEN,9
2000,USA,WSM,1
2000,USA,ZAF,5
2000,UZB,ARE,2
2000,UZB,AZE,1
2000,UZB,CHN,4
2000,UZB,CZE,2
2000,UZB,DEU,1
2000,UZB,FRA,1
2000,UZB,GBR,1
2000,UZB,IND,2
2000,UZB,IRN,1
2000,UZB,ISR,1
2000,UZB,ITA,2
2000,UZB,JPN,1
2000,UZB,KAZ,4
2000,UZB,KGZ,2
2000,UZB,KOR,3
2000,UZB,LVA,2
2000,UZB,MYS,2
2000,UZB,RUS,82
2000,UZB,SGP,2
2000,UZB,THA,1
2000,UZB,TUR,2
2000,UZB,UKR,1
2000,VCT,BRB,1
2000,VCT,GRD,1
2000,VCT,LCA,1
2000,VCT,TTO,1
2000,VEN,ABW,11
2000,VEN,ARG,2
2000,VEN,BRA,3
2000,VEN,CHL,1
2000,VEN,COL,5
2000,VEN,CUB,3
2000,VEN,DEU,1
2000,VEN,DOM,1
2000,VEN,ECU,1
2000,VEN,ESP,4
2000,VEN,FRA,1
2000,VEN,GRD,1
2000,VEN,GUY,1
2000,VEN,ITA,1
2000,VEN,MEX,1
2000,VEN,PAN,6
2000,VEN,PER,2
2000,VEN,PRI,1
2000,VEN,PRT,3
2000,VEN,TTO,2
2000,VEN,USA,9
2000,VGB,DMA,2
2000,VGB,KNA,1
2000,VGB,PRI,6
2000,VNM,ARE,3
2000,VNM,AUS,4
2000,VNM,CHN,23
2000,VNM,DEU,4
2000,VNM,FRA,6
2000,VNM,HKG,10
2000,VNM,IDN,1
2000,VNM,JPN,20
2000,VNM,KAZ,1
2000,VNM,KHM,14
2000,VNM,KOR,13
2000,VNM,LAO,6
2000,VNM,MAC,2
2000,VNM,MMR,2
2000,VNM,MYS,6
2000,VNM,PHL,4
2000,VNM,QAT,1
2000,VNM,RUS,6
2000,VNM,SGP,12
2000,VNM,THA,10
2000,VNM,TWN,13
2000,VUT,AUS,7
2000,VUT,FJI,2
2000,VUT,NCL,2
2000,VUT,NZL,2
2000,VUT,SLB,3
2000,WSM,FJI,1
2000,WSM,NZL,3
2000,WSM,USA,1
2000,YEM,ARE,12
2000,YEM,BHR,2
2000,YEM,DJI,2
2000,YEM,EGY,6
2000,YEM,ERI,2
2000,YEM,ETH,1
2000,YEM,IND,1
2000,YEM,JOR,5
2000,YEM,KEN,1
2000,YEM,KWT,3
2000,YEM,LBN,1
2000,YEM,QAT,2
2000,YEM,SAU,16
2000,YEM,SOM,2
2000,YEM,TUR,1
2000,ZAF,AGO,3
2000,ZAF,ARE,10
2000,ZAF,AUS,4
2000,ZAF,BRA,2
2000,ZAF,BWA,9
2000,ZAF,CHE,2
2000,ZAF,DEU,6
2000,ZAF,EGY,2
2000,ZAF,ETH,2
2000,ZAF,FRA,2
2000,ZAF,GAB,1
2000,ZAF,GBR,9
2000,ZAF,GHA,1
2000,ZAF,HKG,2
2000,ZAF,IND,3
2000,ZAF,ISR,1
2000,ZAF,KEN,2
2000,ZAF,MDG,2
2000,ZAF,MOZ,15
2000,ZAF,MUS,5
2000,ZAF,MWI,3
2000,ZAF,NAM,9
2000,ZAF,NGA,2
2000,ZAF,NLD,3
2000,ZAF,QAT,2
2000,ZAF,REU,1
2000,ZAF,RWA,2
2000,ZAF,SAU,1
2000,ZAF,SEN,3
2000,ZAF,SGP,4
2000,ZAF,SYC,2
2000,ZAF,THA,2
2000,ZAF,TUR,1
2000,ZAF,TZA,2
2000,ZAF,UGA,1
2000,ZAF,USA,5
2000,ZAF,ZMB,7
2000,ZAF,ZWE,9
2000,ZMB,AGO,1
2000,ZMB,ARE,1
2000,ZMB,BWA,1
2000,ZMB,ETH,2
2000,ZMB,KEN,6
2000,ZMB,MWI,6
2000,ZMB,NAM,2
2000,ZMB,NLD,3
2000,ZMB,ZAF,7
2000,ZMB,ZWE,10
2000,ZWE,BWA,2
2000,ZWE,ETH,2
2000,ZWE,KEN,3
2000,ZWE,MWI,1
2000,ZWE,NAM,2
2000,ZWE,TZA,1
2000,ZWE,ZAF,9
2000,ZWE,ZMB,11
2005,ABW,CAN,2
2005,ABW,COL,2
2005,ABW,DOM,2
2005,ABW,NLD,1
2005,ABW,PAN,1
2005,ABW,SUR,1
2005,ABW,USA,21
2005,ABW,VEN,11
2005,AFG,ARE,7
2005,AFG,AZE,1
2005,AFG,IND,7
2005,AFG,IRN,5
2005,AFG,KWT,1
2005,AFG,PAK,4
2005,AFG,TJK,1
2005,AFG,TUR,3
2005,AGO,ARE,2
2005,AGO,BRA,2
2005,AGO,CHN,1
2005,AGO,CUB,1
2005,AGO,DEU,1
2005,AGO,ESP,1
2005,AGO,ETH,2
2005,AGO,FRA,1
2005,AGO,GBR,2
2005,AGO,KEN,1
2005,AGO,MAR,1
2005,AGO,MOZ,1
2005,AGO,NAM,3
2005,AGO,NLD,1
2005,AGO,PRT,3
2005,AGO,ZAF,3
2005,AGO,ZWE,1
2005,AIA,ATG,1
2005,AIA,PRI,2
2005,ALB,AUT,1
2005,ALB,DEU,2
2005,ALB,GBR,1
2005,ALB,GRC,2
2005,ALB,ITA,27
2005,ALB,SVN,1
2005,ALB,TUR,2
2005,ARE,AFG,7
2005,ARE,AGO,2
2005,ARE,ARM,2
2005,ARE,AUS,16
2005,ARE,AUT,2
2005,ARE,AZE,2
2005,ARE,BEL,3
2005,ARE,BGD,10
2005,ARE,BGR,1
2005,ARE,BHR,15
2005,ARE,BLR,2
2005,ARE,BRA,3
2005,ARE,BRN,1
2005,ARE,CAN,3
2005,ARE,CHE,7
2005,ARE,CHN,16
2005,ARE,CYP,3
2005,ARE,CZE,2
2005,ARE,DEU,23
2005,ARE,DJI,1
2005,ARE,DNK,2
2005,ARE,DZA,2
2005,ARE,EGY,11
2005,ARE,ESP,2
2005,ARE,ETH,3
2005,ARE,FRA,7
2005,ARE,GBR,22
2005,ARE,GEO,1
2005,ARE,GHA,1
2005,ARE,GRC,3
2005,ARE,HKG,4
2005,ARE,HUN,1
2005,ARE,IDN,5
2005,ARE,IND,88
2005,ARE,IRL,4
2005,ARE,IRN,24
2005,ARE,IRQ,15
2005,ARE,ITA,8
2005,ARE,JOR,9
2005,ARE,JPN,8
2005,ARE,KAZ,7
2005,ARE,KEN,9
2005,ARE,KGZ,1
2005,ARE,KOR,5
2005,ARE,KWT,12
2005,ARE,LBN,6
2005,ARE,LBY,1
2005,ARE,LKA,12
2005,ARE,MAR,4
2005,ARE,MDA,1
2005,ARE,MDV,4
2005,ARE,MKD,1
2005,ARE,MLT,1
2005,ARE,MUS,2
2005,ARE,MYS,8
2005,ARE,NGA,2
2005,ARE,NLD,10
2005,ARE,NPL,4
2005,ARE,OMN,21
2005,ARE,PAK,51
2005,ARE,PHL,7
2005,ARE,POL,2
2005,ARE,PRT,2
2005,ARE,QAT,10
2005,ARE,ROU,3
2005,ARE,RUS,39
2005,ARE,RWA,1
2005,ARE,SAU,47
2005,ARE,SEN,1
2005,ARE,SGP,11
2005,ARE,SOM,5
2005,ARE,SRB,3
2005,ARE,SWE,2
2005,ARE,SYC,4
2005,ARE,THA,9
2005,ARE,TJK,3
2005,ARE,TKM,2
2005,ARE,TUN,2
2005,ARE,TUR,8
2005,ARE,TWN,1
2005,ARE,TZA,1
2005,ARE,UGA,1
2005,ARE,UKR,10
2005,ARE,USA,24
2005,ARE,UZB,2
2005,ARE,VNM,3
2005,ARE,YEM,11
2005,ARE,ZAF,10
2005,ARE,ZMB,1
2005,ARG,BOL,2
2005,ARG,BRA,28
2005,ARG,CHL,9
2005,ARG,COL,2
2005,ARG,CUB,1
2005,ARG,DEU,1
2005,ARG,DOM,1
2005,ARG,ECU,1
2005,ARG,ESP,4
2005,ARG,FLK,1
2005,ARG,FRA,2
2005,ARG,GBR,1
2005,ARG,ITA,2
2005,ARG,MEX,2
2005,ARG,NLD,1
2005,ARG,PAN,2
2005,ARG,PER,4
2005,ARG,PRY,4
2005,ARG,URY,9
2005,ARG,USA,10
2005,ARG,VEN,2
2005,ARM,ARE,2
2005,ARM,AUT,3
2005,ARM,BLR,1
2005,ARM,CZE,2
2005,ARM,FRA,3
2005,ARM,GRC,1
2005,ARM,IRN,1
2005,ARM,ITA,1
2005,ARM,KAZ,1
2005,ARM,LBN,1
2005,ARM,POL,1
2005,ARM,RUS,27
2005,ARM,UKR,2
2005,ASM,USA,1
2005,ATG,AIA,1
2005,ATG,BRB,2
2005,ATG,CAN,2
2005,ATG,DEU,1
2005,ATG,DMA,1
2005,ATG,DOM,3
2005,ATG,FRA,2
2005,ATG,GBR,3
2005,ATG,GLP,2
2005,ATG,JAM,1
2005,ATG,KNA,4
2005,ATG,LCA,2
2005,ATG,PRI,1
2005,ATG,TTO,2
2005,ATG,USA,7
2005,AUS,ARE,16
2005,AUS,BRN,1
2005,AUS,CAN,1
2005,AUS,CHL,2
2005,AUS,CHN,17
2005,AUS,FJI,11
2005,AUS,GUM,1
2005,AUS,HKG,16
2005,AUS,IDN,26
2005,AUS,IND,2
2005,AUS,JPN,15
2005,AUS,KOR,5
2005,AUS,MUS,1
2005,AUS,MYS,14
2005,AUS,NCL,4
2005,AUS,NRU,1
2005,AUS,NZL,77
2005,AUS,PHL,4
2005,AUS,PNG,9
2005,AUS,QAT,2
2005,AUS,SGP,42
2005,AUS,SLB,2
2005,AUS,THA,14
2005,AUS,TLS,2
2005,AUS,TON,1
2005,AUS,TWN,3
2005,AUS,USA,26
2005,AUS,VNM,4
2005,AUS,VUT,7
2005,AUS,WSM,2
2005,AUS,ZAF,4
2005,AUT,ALB,1
2005,AUT,ARE,2
2005,AUT,ARM,3
2005,AUT,AZE,2
2005,AUT,BEL,2
2005,AUT,BGR,3
2005,AUT,BIH,1
2005,AUT,BLR,2
2005,AUT,CAN,3
2005,AUT,CHE,12
2005,AUT,CHN,2
2005,AUT,CYP,3
2005,AUT,CZE,1
2005,AUT,DEU,67
2005,AUT,DNK,5
2005,AUT,DZA,1
2005,AUT,EGY,6
2005,AUT,ESP,40
2005,AUT,FIN,2
2005,AUT,FRA,13
2005,AUT,GBR,11
2005,AUT,GEO,2
2005,AUT,GRC,36
2005,AUT,HRV,6
2005,AUT,HUN,1
2005,AUT,IND,2
2005,AUT,IRL,1
2005,AUT,IRN,2
2005,AUT,IRQ,1
2005,AUT,ISR,3
2005,AUT,ITA,28
2005,AUT,JOR,3
2005,AUT,JPN,2
2005,AUT,KAZ,2
2005,AUT,LTU,1
2005,AUT,LUX,2
2005,AUT,LVA,2
2005,AUT,MDA,1
2005,AUT,MKD,1
2005,AUT,MLT,4
2005,AUT,MNE,2
2005,AUT,NLD,5
2005,AUT,NOR,2
2005,AUT,POL,4
2005,AUT,PRT,6
2005,AUT,QAT,1
2005,AUT,ROU,8
2005,AUT,RUS,13
2005,AUT,SRB,3
2005,AUT,SVK,1
2005,AUT,SVN,2
2005,AUT,SWE,4
2005,AUT,THA,3
2005,AUT,TUN,1
2005,AUT,TUR,19
2005,AUT,TWN,1
2005,AUT,UKR,10
2005,AUT,USA,6
2005,AZE,AFG,1
2005,AZE,ARE,2
2005,AZE,AUT,2
2005,AZE,BLR,1
2005,AZE,CHN,2
2005,AZE,CZE,2
2005,AZE,DEU,3
2005,AZE,FRA,2
2005,AZE,GBR,2
2005,AZE,GEO,2
2005,AZE,HUN,1
2005,AZE,IRN,3
2005,AZE,ISR,1
2005,AZE,ITA,4
2005,AZE,KAZ,4
2005,AZE,LVA,2
2005,AZE,QAT,2
2005,AZE,RUS,21
2005,AZE,TKM,2
2005,AZE,TUR,6
2005,AZE,UKR,3
2005,AZE,UZB,1
2005,BEL,AGO,4
2005,BEL,ARE,3
2005,BEL,AUT,2
2005,BEL,BEN,4
2005,BEL,BFA,4
2005,BEL,BGR,4
2005,BEL,CAN,7
2005,BEL,CHE,6
2005,BEL,CHN,2
2005,BEL,CIV,3
2005,BEL,CMR,9
2005,BEL,CYP,2
2005,BEL,CZE,4
2005,BEL,DEU,15
2005,BEL,DNK,5
2005,BEL,DZA,1
2005,BEL,EGY,2
2005,BEL,ESP,57
2005,BEL,EST,2
2005,BEL,FIN,1
2005,BEL,FRA,37
2005,BEL,GBR,17
2005,BEL,GRC,20
2005,BEL,HRV,5
2005,BEL,HUN,3
2005,BEL,IND,4
2005,BEL,IRL,3
2005,BEL,ISL,1
2005,BEL,ISR,2
2005,BEL,ITA,44
2005,BEL,LBN,1
2005,BEL,LTU,5
2005,BEL,LVA,2
2005,BEL,MAR,22
2005,BEL,MKD,1
2005,BEL,MLT,2
2005,BEL,MNE,2
2005,BEL,NLD,1
2005,BEL,NOR,3
2005,BEL,POL,6
2005,BEL,PRT,18
2005,BEL,QAT,1
2005,BEL,ROU,4
2005,BEL,RUS,2
2005,BEL,RWA,5
2005,BEL,SEN,5
2005,BEL,SLE,3
2005,BEL,SRB,2
2005,BEL,SVK,1
2005,BEL,SVN,3
2005,BEL,SWE,7
2005,BEL,THA,2
2005,BEL,TUN,4
2005,BEL,TUR,8
2005,BEL,UKR,2
2005,BEL,USA,21
2005,BEN,BFA,1
2005,BEN,CIV,8
2005,BEN,CMR,4
2005,BEN,ETH,1
2005,BEN,FRA,1
2005,BEN,GAB,3
2005,BEN,GHA,1
2005,BEN,KEN,1
2005,BEN,MLI,3
2005,BEN,NER,1
2005,BEN,NGA,3
2005,BEN,SEN,2
2005,BEN,TGO,3
2005,BFA,BEL,4
2005,BFA,BEN,1
2005,BFA,CIV,8
2005,BFA,DZA,1
2005,BFA,ETH,1
2005,BFA,FRA,1
2005,BFA,GHA,1
2005,BFA,MAR,1
2005,BFA,MLI,3
2005,BFA,NER,7
2005,BFA,SEN,1
2005,BFA,TGO,2
2005,BFA,TUN,1
2005,BFA,TUR,1
2005,BGD,ARE,9
2005,BGD,BTN,1
2005,BGD,CHN,2
2005,BGD,GBR,1
2005,BGD,HKG,3
2005,BGD,IND,12
2005,BGD,ITA,1
2005,BGD,KWT,2
2005,BGD,LKA,2
2005,BGD,MMR,1
2005,BGD,MYS,6
2005,BGD,NPL,4
2005,BGD,OMN,5
2005,BGD,PAK,1
2005,BGD,QAT,2
2005,BGD,SAU,7
2005,BGD,SGP,4
2005,BGD,THA,7
2005,BGD,TUR,1
2005,BGR,ARE,1
2005,BGR,AUT,3
2005,BGR,BEL,4
2005,BGR,CHE,1
2005,BGR,CYP,4
2005,BGR,CZE,2
2005,BGR,DEU,11
2005,BGR,DNK,1
2005,BGR,ESP,8
2005,BGR,FIN,1
2005,BGR,FRA,3
2005,BGR,GBR,10
2005,BGR,GRC,4
2005,BGR,IRL,1
2005,BGR,ISR,2
2005,BGR,ITA,7
2005,BGR,LUX,1
2005,BGR,NLD,2
2005,BGR,NOR,1
2005,BGR,POL,2
2005,BGR,ROU,3
2005,BGR,RUS,8
2005,BGR,SRB,2
2005,BGR,TUR,1
2005,BHR,ARE,16
2005,BHR,CYP,1
2005,BHR,DEU,1
2005,BHR,EGY,2
2005,BHR,ETH,1
2005,BHR,FRA,1
2005,BHR,GBR,4
2005,BHR,IND,7
2005,BHR,IRN,3
2005,BHR,IRQ,2
2005,BHR,JOR,2
2005,BHR,KWT,4
2005,BHR,LBN,1
2005,BHR,LKA,2
2005,BHR,OMN,3
2005,BHR,PAK,6
2005,BHR,PHL,2
2005,BHR,QAT,10
2005,BHR,SAU,8
2005,BHR,THA,3
2005,BHR,TUR,2
2005,BHR,YEM,2
2005,BHS,CAN,3
2005,BHS,CUB,2
2005,BHS,CYM,1
2005,BHS,GBR,1
2005,BHS,JAM,1
2005,BHS,PAN,1
2005,BHS,TCA,4
2005,BHS,USA,72
2005,BIH,AUT,1
2005,BIH,CHE,1
2005,BIH,DEU,4
2005,BIH,DNK,1
2005,BIH,HRV,1
2005,BIH,ITA,1
2005,BIH,SRB,3
2005,BIH,SVN,1
2005,BIH,SWE,3
2005,BIH,TUR,4
2005,BLR,ARE,2
2005,BLR,ARM,1
2005,BLR,AUT,2
2005,BLR,AZE,1
2005,BLR,CHE,1
2005,BLR,CYP,1
2005,BLR,CZE,2
2005,BLR,DEU,4
2005,BLR,ESP,1
2005,BLR,FIN,2
2005,BLR,FRA,2
2005,BLR,GBR,1
2005,BLR,GEO,3
2005,BLR,HUN,1
2005,BLR,IRN,1
2005,BLR,ISR,1
2005,BLR,ITA,2
2005,BLR,KAZ,1
2005,BLR,LBN,1
2005,BLR,LTU,1
2005,BLR,LVA,2
2005,BLR,NLD,1
2005,BLR,POL,2
2005,BLR,RUS,12
2005,BLR,SWE,1
2005,BLR,TKM,1
2005,BLR,TUR,2
2005,BLR,UKR,2
2005,BLZ,GTM,2
2005,BLZ,HND,2
2005,BLZ,MEX,2
2005,BLZ,SLV,1
2005,BLZ,USA,10
2005,BMU,CAN,2
2005,BMU,GBR,2
2005,BMU,USA,11
2005,BOL,ARG,2
2005,BOL,BRA,2
2005,BOL,CHL,3
2005,BOL,COL,1
2005,BOL,ESP,2
2005,BOL,PAN,1
2005,BOL,PER,8
2005,BOL,PRY,2
2005,BOL,USA,2
2005,BRA,AGO,2
2005,BRA,ARE,3
2005,BRA,ARG,29
2005,BRA,BOL,3
2005,BRA,BRB,1
2005,BRA,CAN,2
2005,BRA,CHE,1
2005,BRA,CHL,6
2005,BRA,COL,4
2005,BRA,DEU,8
2005,BRA,DOM,4
2005,BRA,ECU,1
2005,BRA,ESP,8
2005,BRA,FRA,4
2005,BRA,GBR,3
2005,BRA,GUF,1
2005,BRA,ITA,4
2005,BRA,MAR,1
2005,BRA,MEX,2
2005,BRA,NLD,2
2005,BRA,PAN,7
2005,BRA,PER,10
2005,BRA,PRT,12
2005,BRA,PRY,5
2005,BRA,QAT,1
2005,BRA,SUR,1
2005,BRA,TGO,1
2005,BRA,TUR,1
2005,BRA,URY,9
2005,BRA,USA,58
2005,BRA,VEN,3
2005,BRA,ZAF,2
2005,BRB,ATG,2
2005,BRB,BRA,1
2005,BRB,CAN,2
2005,BRB,DEU,1
2005,BRB,DMA,1
2005,BRB,GBR,5
2005,BRB,GRD,1
2005,BRB,GUY,1
2005,BRB,JAM,1
2005,BRB,LCA,1
2005,BRB,MTQ,1
2005,BRB,TTO,1
2005,BRB,USA,3
2005,BRB,VCT,1
2005,BRN,ARE,1
2005,BRN,AUS,1
2005,BRN,CHN,1
2005,BRN,HKG,2
2005,BRN,IDN,4
2005,BRN,MYS,7
2005,BRN,PHL,2
2005,BRN,SAU,1
2005,BRN,SGP,2
2005,BRN,THA,2
2005,BTN,BGD,1
2005,BTN,IND,3
2005,BTN,NPL,1
2005,BWA,KEN,1
2005,BWA,NAM,1
2005,BWA,ZAF,9
2005,BWA,ZMB,1
2005,BWA,ZWE,2
2005,CAN,ABW,2
2005,CAN,ARE,3
2005,CAN,ATG,2
2005,CAN,AUS,1
2005,CAN,AUT,3
2005,CAN,BEL,6
2005,CAN,BHS,4
2005,CAN,BMU,2
2005,CAN,BRA,2
2005,CAN,BRB,2
2005,CAN,CHE,8
2005,CAN,CHL,1
2005,CAN,CHN,12
2005,CAN,COL,2
2005,CAN,CRI,3
2005,CAN,CUB,27
2005,CAN,CYM,2
2005,CAN,DEU,19
2005,CAN,DNK,3
2005,CAN,DOM,14
2005,CAN,DZA,1
2005,CAN,EGY,1
2005,CAN,ESP,4
2005,CAN,ETH,1
2005,CAN,FRA,19
2005,CAN,GBR,41
2005,CAN,GLP,1
2005,CAN,GRC,2
2005,CAN,GRD,2
2005,CAN,GUY,2
2005,CAN,HKG,4
2005,CAN,HTI,1
2005,CAN,IRL,3
2005,CAN,ISL,2
2005,CAN,ISR,2
2005,CAN,ITA,8
2005,CAN,JAM,10
2005,CAN,JOR,3
2005,CAN,JPN,10
2005,CAN,KOR,4
2005,CAN,LCA,2
2005,CAN,MAR,1
2005,CAN,MEX,27
2005,CAN,MTQ,1
2005,CAN,NLD,10
2005,CAN,NZL,2
2005,CAN,PAK,3
2005,CAN,PAN,1
2005,CAN,PER,1
2005,CAN,PHL,1
2005,CAN,POL,2
2005,CAN,PRI,1
2005,CAN,PRT,9
2005,CAN,QAT,1
2005,CAN,RUS,2
2005,CAN,SAU,1
2005,CAN,SLV,1
2005,CAN,SPM,3
2005,CAN,TCA,2
2005,CAN,TTO,2
2005,CAN,TUN,1
2005,CAN,TUR,2
2005,CAN,TWN,3
2005,CAN,USA,363
2005,CHE,ARE,7
2005,CHE,AUT,11
2005,CHE,BEL,6
2005,CHE,BGR,1
2005,CHE,BIH,1
2005,CHE,BLR,1
2005,CHE,BRA,1
2005,CHE,CAN,8
2005,CHE,CHN,3
2005,CHE,CUB,1
2005,CHE,CYP,3
2005,CHE,CZE,4
2005,CHE,DEU,42
2005,CHE,DNK,7
2005,CHE,DOM,1
2005,CHE,DZA,1
2005,CHE,EGY,10
2005,CHE,ESP,42
2005,CHE,FIN,3
2005,CHE,FRA,21
2005,CHE,GBR,24
2005,CHE,GRC,9
2005,CHE,HKG,1
2005,CHE,HRV,8
2005,CHE,HUN,2
2005,CHE,IND,4
2005,CHE,IRL,3
2005,CHE,ISL,1
2005,CHE,ISR,5
2005,CHE,ITA,38
2005,CHE,JEY,2
2005,CHE,JOR,2
2005,CHE,JPN,2
2005,CHE,KEN,3
2005,CHE,KOR,1
2005,CHE,LBN,1
2005,CHE,LUX,2
2005,CHE,LVA,1
2005,CHE,MAR,5
2005,CHE,MKD,2
2005,CHE,MLT,3
2005,CHE,MNE,1
2005,CHE,NLD,5
2005,CHE,NOR,3
2005,CHE,OMN,2
2005,CHE,POL,7
2005,CHE,PRT,21
2005,CHE,QAT,3
2005,CHE,ROU,3
2005,CHE,RUS,6
2005,CHE,SAU,2
2005,CHE,SGP,3
2005,CHE,SRB,9
2005,CHE,SVN,2
2005,CHE,SWE,6
2005,CHE,THA,2
2005,CHE,TUN,6
2005,CHE,TUR,11
2005,CHE,UKR,3
2005,CHE,USA,29
2005,CHE,ZAF,2
2005,CHL,ARG,10
2005,CHL,AUS,2
2005,CHL,BOL,3
2005,CHL,BRA,6
2005,CHL,CAN,1
2005,CHL,COL,2
2005,CHL,DOM,1
2005,CHL,ECU,2
2005,CHL,ESP,2
2005,CHL,FRA,2
2005,CHL,MEX,3
2005,CHL,NZL,2
2005,CHL,PAN,1
2005,CHL,PER,7
2005,CHL,PRY,2
2005,CHL,PYF,1
2005,CHL,URY,2
2005,CHL,USA,10
2005,CHL,VEN,1
2005,CHN,AGO,1
2005,CHN,ARE,14
2005,CHN,AUS,17
2005,CHN,AUT,2
2005,CHN,AZE,2
2005,CHN,BEL,2
2005,CHN,BGD,2
2005,CHN,BRN,1
2005,CHN,CAN,12
2005,CHN,CHE,3
2005,CHN,DEU,19
2005,CHN,DNK,3
2005,CHN,DZA,1
2005,CHN,EGY,4
2005,CHN,ESP,2
2005,CHN,ETH,6
2005,CHN,FIN,6
2005,CHN,FRA,10
2005,CHN,GBR,11
2005,CHN,GEO,1
2005,CHN,HKG,117
2005,CHN,IDN,13
2005,CHN,IND,6
2005,CHN,IRN,4
2005,CHN,ISR,2
2005,CHN,ITA,5
2005,CHN,JPN,140
2005,CHN,KAZ,7
2005,CHN,KEN,2
2005,CHN,KGZ,5
2005,CHN,KHM,11
2005,CHN,KOR,152
2005,CHN,LAO,5
2005,CHN,LKA,3
2005,CHN,MAC,46
2005,CHN,MDV,4
2005,CHN,MEX,1
2005,CHN,MMR,8
2005,CHN,MNG,4
2005,CHN,MNP,3
2005,CHN,MUS,2
2005,CHN,MYS,29
2005,CHN,NLD,13
2005,CHN,NPL,4
2005,CHN,NZL,3
2005,CHN,PAK,4
2005,CHN,PHL,13
2005,CHN,POL,2
2005,CHN,PRK,3
2005,CHN,QAT,6
2005,CHN,RUS,46
2005,CHN,SAU,2
2005,CHN,SGP,45
2005,CHN,SWE,2
2005,CHN,THA,73
2005,CHN,TJK,4
2005,CHN,TKM,1
2005,CHN,TUR,7
2005,CHN,TWN,189
2005,CHN,USA,58
2005,CHN,UZB,4
2005,CHN,VNM,23
2005,CHN,ZAF,2
2005,CIV,BEL,4
2005,CIV,BEN,3
2005,CIV,BFA,8
2005,CIV,CMR,1
2005,CIV,DZA,1
2005,CIV,FRA,3
2005,CIV,GAB,1
2005,CIV,GHA,7
2005,CIV,GIN,2
2005,CIV,KEN,1
2005,CIV,LBR,1
2005,CIV,MAR,1
2005,CIV,MLI,2
2005,CIV,NGA,4
2005,CIV,SEN,3
2005,CIV,SLE,1
2005,CIV,TGO,5
2005,CIV,TUN,1
2005,CIV,TUR,1
2005,CMR,BEL,9
2005,CMR,BEN,4
2005,CMR,CIV,1
2005,CMR,ETH,2
2005,CMR,FRA,4
2005,CMR,GAB,5
2005,CMR,KEN,2
