year,origin,destination,diplomatic_relation,aviation_routes,migrant_stock,trade_value
2000,CMR,SLV,,,,14238.0
2000,CMR,STP,,,,242273.0
2000,CMR,SVK,,,1,292470.0
2000,CMR,SVN,,,3,975388.0
2000,CMR,SWE,,,,155810.0
2000,CMR,SYR,,,,1390967.0
2000,CMR,TCD,,3,36353,10132858.0
2000,CMR,TGO,,1,423,7045304.0
2000,CMR,THA,,,,13256846.0
2000,CMR,TTO,,,,110037.0
2000,CMR,TUN,,,,4951876.0
2000,CMR,TUR,,1,,17235961.0
2000,CMR,TWN,,,,250638972.0
2000,CMR,TZA,,,,34972.0
2000,CMR,UGA,,,,25588.0
2000,CMR,URY,,,,19581.0
2000,CMR,USA,6,,,106481941.0
2000,CMR,VCT,,,,233.0
2000,CMR,VEN,,,,77514.0
2000,CMR,VNM,,,,1270596.0
2000,CMR,ZAF,,,,2843335.0
2000,CMR,ZMB,,,18,
2000,CMR,ZWE,,,,161307.0
2000,COD,AGO,6,,17735,
2000,COD,AND,,,,3080.0
2000,COD,ARG,6,,,93.0
2000,COD,AUS,,,306,28949.0
2000,COD,AUT,,,,2912563.0
2000,COD,BDI,,,37951,
2000,COD,BEL,6,,47719,728875611.0
2000,COD,BEN,4,,,
2000,COD,BFA,,,,2484.0
2000,COD,BGR,,,8,3833.0
2000,COD,BLR,,,,56723.0
2000,COD,BOL,,,1,136945.0
2000,COD,BRA,4,,287,166929.0
2000,COD,BWA,,,1261,676.0
2000,COD,CAF,6,,,
2000,COD,CAN,4,,7244,245.0
2000,COD,CHE,6,,,3425238.0
2000,COD,CHL,,,22,
2000,COD,CHN,6,,99,973902.0
2000,COD,CIV,6,,,28053.0
2000,COD,CMR,6,,,21271.0
2000,COD,COG,,,183780,
2000,COD,COL,,,,1300.0
2000,COD,CPV,,,,1764.0
2000,COD,CRI,,,2,61619.0
2000,COD,CUB,6,,,
2000,COD,CYP,,,311,28324.0
2000,COD,CZE,,,,51090.0
2000,COD,DEU,6,,,3522708.0
2000,COD,DMA,,,,1518.0
2000,COD,DNK,,,166,14762.0
2000,COD,DZA,6,,,56654.0
2000,COD,EGY,6,,,
2000,COD,ERI,,,1224,
2000,COD,ESP,6,,,2472069.0
2000,COD,ETH,6,,50,117.0
2000,COD,FIN,,,277,81411906.0
2000,COD,FRA,6,,29886,17626830.0
2000,COD,GAB,6,,4607,95319.0
2000,COD,GBR,4,,,4729327.0
2000,COD,GHA,,,18,
2000,COD,GIN,6,,,15522.0
2000,COD,GRC,6,,1215,533635.0
2000,COD,HKG,,,,78691.0
2000,COD,HND,,,,1848.0
2000,COD,HRV,,,,55642.0
2000,COD,HUN,,,18,470311.0
2000,COD,IDN,,,,5412.0
2000,COD,IND,6,,,271239.0
2000,COD,IRL,,,,94310.0
2000,COD,IRN,4,,,
2000,COD,ISL,,,2,11146.0
2000,COD,ISR,6,,,
2000,COD,ITA,6,,1903,27078548.0
2000,COD,JPN,4,,,18654081.0
2000,COD,KEN,6,,672,3237375.0
2000,COD,KHM,,,,8389.0
2000,COD,KOR,6,,,476520.0
2000,COD,LBR,6,,,
2000,COD,LBY,,,320,
2000,COD,LUX,,,85,228.0
2000,COD,MAC,,,,14773.0
2000,COD,MAR,6,,,
2000,COD,MDG,,,,9316.0
2000,COD,MEX,,,16,57577.0
2000,COD,MKD,,,,5.0
2000,COD,MLI,,,,1125.0
2000,COD,MOZ,4,,3705,
2000,COD,MRT,4,,42,
2000,COD,MUS,,,,173124.0
2000,COD,MWI,,,2389,4279.0
2000,COD,MYS,,,,991488.0
2000,COD,NAM,,,4179,609.0
2000,COD,NER,,,,2910.0
2000,COD,NGA,,,,507031.0
2000,COD,NIC,,,29,55360.0
2000,COD,NLD,6,,,24618974.0
2000,COD,NOR,,,34,103900.0
2000,COD,NZL,,,,1983.0
2000,COD,OMN,,,,2155.0
2000,COD,PHL,,,,160935.0
2000,COD,POL,,,,245125.0
2000,COD,PRT,4,,1607,9568862.0
2000,COD,ROU,6,,,31347.0
2000,COD,RUS,4,,,954160.0
2000,COD,RWA,6,,163420,
2000,COD,SAU,,,,664801.0
2000,COD,SCG,,,,15000.0
2000,COD,SDN,6,,12378,296522.0
2000,COD,SEN,6,,104,118707.0
2000,COD,SGP,,,,1488046.0
2000,COD,SRB,6,,,
2000,COD,SVN,,,1,101337.0
2000,COD,SWE,,,976,155779.0
2000,COD,SWZ,,,193,
2000,COD,TCD,6,,301,
2000,COD,TGO,6,,351,876042.0
2000,COD,THA,,,,68825.0
2000,COD,TTO,,,,68892.0
2000,COD,TUN,6,,,427.0
2000,COD,TUR,,,,326875.0
2000,COD,TWN,,,,274819.0
2000,COD,TZA,6,,112286,111872.0
2000,COD,UGA,4,,59982,106958.0
2000,COD,USA,6,,,193228254.0
2000,COD,VAT,4,,,
2000,COD,ZAF,6,,,1376938.0
2000,COD,ZMB,4,,58237,
2000,COD,ZWE,6,,,9964420.0
2000,COG,AGO,6,,543,
2000,COG,ARG,,,,10462050.0
2000,COG,AUS,,,132,80880.0
2000,COG,AUT,,,,1903356.0
2000,COG,AZE,,,,651.0
2000,COG,BEL,6,,4201,25596592.0
2000,COG,BEN,,,691,122229.0
2000,COG,BFA,,,,181987.0
2000,COG,BGR,,,8,
2000,COG,BLR,,,,18825.0
2000,COG,BOL,,,5,
2000,COG,BRA,,,91,68759360.0
2000,COG,CAF,4,,,
2000,COG,CAN,,,,1360337.0
2000,COG,CHE,,,,1173800.0
2000,COG,CHL,,,,21624359.0
2000,COG,CHN,6,,598,286887889.0
2000,COG,CIV,,,,4691793.0
2000,COG,CMR,6,,,7688610.0
2000,COG,COD,6,,9470,
2000,COG,COL,,,,97197.0
2000,COG,CPV,,,,601003.0
2000,COG,CRI,,,6,
2000,COG,CUB,6,,,
2000,COG,CYP,,,,15476.0
2000,COG,CZE,,,,552842.0
2000,COG,DEU,4,,,58245596.0
2000,COG,DNK,,,96,377019.0
2000,COG,DZA,6,,,457023.0
2000,COG,EGY,,,62,
2000,COG,ESP,,,,40693019.0
2000,COG,ETH,6,,,
2000,COG,FIN,,,12,2305.0
2000,COG,FRA,6,,46017,66467426.99999999
2000,COG,GAB,6,,8440,1816481.0
2000,COG,GBR,,,,6796804.0
2000,COG,GIN,,,,5343.0
2000,COG,GRC,,,843,508233.0
2000,COG,GRD,,,,2876.0
2000,COG,HKG,,,,2726902.0
2000,COG,HND,,,,36757.0
2000,COG,HRV,,,,16014.0
2000,COG,HUN,,,55,4993.0
2000,COG,IDN,,,,118107.0
2000,COG,IND,,,,8773645.0
2000,COG,IRL,,,,289674.0
2000,COG,ISR,,,,177645.0
2000,COG,ITA,6,,1980,56847110.0
2000,COG,JPN,,,,20256550.0
2000,COG,KEN,,,,13724.0
2000,COG,KNA,,,,47.0
2000,COG,KOR,,,,473461676.0
2000,COG,LBN,,,,192875.0
2000,COG,LBY,,,297,
2000,COG,LTU,,,1,
2000,COG,LVA,,,2,
2000,COG,MAR,,,1243,
2000,COG,MDG,,,,86.0
2000,COG,MEX,,,40,1920750.0
2000,COG,MLI,,,3856,
2000,COG,MOZ,6,,,
2000,COG,MRT,,,,10372.0
2000,COG,MUS,,,,231809.0
2000,COG,MWI,,,1509,4162.0
2000,COG,NAM,6,,1468,5121.0
2000,COG,NGA,,,,1755255.0
2000,COG,NIC,,,,10.0
2000,COG,NLD,,,,7666958.0
2000,COG,NOR,,,266,7840828.0
2000,COG,PHL,,,,111018.0
2000,COG,POL,,,,285258.0
2000,COG,PRT,,,1812,18259642.0
2000,COG,ROU,4,,,22126.0
2000,COG,RUS,4,,,125451.0
2000,COG,SCG,,,,253000.0
2000,COG,SEN,6,,,3141270.0
2000,COG,SGP,,,,1881541.0
2000,COG,SVK,,,14,26529.0
2000,COG,SVN,,,2,58711.0
2000,COG,SWE,,,,14607.0
2000,COG,SWZ,,,36,
2000,COG,TCD,,,839,
2000,COG,TGO,,,155,14505.0
2000,COG,THA,,,,60826132.0
2000,COG,TUN,,,,162532.0
2000,COG,TUR,,,,1531096.0
2000,COG,TWN,,,,995016197.0
2000,COG,TZA,,,23123,54233.0
2000,COG,UGA,,,,47327.0
2000,COG,USA,4,,,471090059.0
2000,COG,VNM,,,,311876.0
2000,COG,ZAF,6,,,687027.0
2000,COG,ZMB,,,4330,
2000,COG,ZWE,,,,9.0
2000,COK,AUS,,,,2532525.0
2000,COK,BEN,,,,21434.0
2000,COK,BRB,,,,240.0
2000,COK,CAN,,,,33342.0
2000,COK,CHE,,,,35245.0
2000,COK,CHN,,,,626.0
2000,COK,COL,,,,4776.0
2000,COK,CUB,,,,7155.0
2000,COK,GBR,,,,363599.0
2000,COK,GIN,,,,1425.0
2000,COK,HUN,,,,28994.0
2000,COK,IDN,,,,376844.0
2000,COK,JPN,,,,2160519.0
2000,COK,KOR,,,,48815.0
2000,COK,LBN,,,,402.0
2000,COK,LKA,,,,2491.0
2000,COK,MEX,,,,197146.0
2000,COK,MWI,,,,1237.0
2000,COK,NGA,,,,35937.0
2000,COK,NZL,,,,722090.0
2000,COK,PHL,,,,31882.0
2000,COK,SCG,,,,30000.0
2000,COK,SGP,,,,5391.0
2000,COK,SVK,,,,262.0
2000,COK,SVN,,,,3423.0
2000,COK,THA,,,,83391.0
2000,COK,UGA,,,,18190.0
2000,COK,USA,,,,2035602.0
2000,COK,VNM,,,,145000.0
2000,COK,ZAF,,,,54270.0
2000,COK,ZWE,,,,5203.0
2000,COL,ABW,,2,,13013964.0
2000,COL,AFG,,,,45343.0
2000,COL,AGO,,,,353156.0
2000,COL,AIA,,,,228613.0
2000,COL,ALB,,,,927684.0
2000,COL,AND,,,,144191.0
2000,COL,ANT,,,,52600543.0
2000,COL,ARE,,,,2423473.0
2000,COL,ARG,6,2,15,59715257.0
2000,COL,ASM,,,,6972.0
2000,COL,ATG,,,,385828.0
2000,COL,AUS,6,,4032,11628619.0
2000,COL,AUT,6,,,5715356.0
2000,COL,AZE,,,,1075468.0
2000,COL,BDI,,,,73467.0
2000,COL,BEL,6,,2565,229003730.0
2000,COL,BEN,,,,167746.0
2000,COL,BFA,,,,40009.0
2000,COL,BGD,,,,800.0
2000,COL,BGR,6,,10,2359808.0
2000,COL,BHR,,,,4620.0
2000,COL,BHS,,,33,26851195.0
2000,COL,BLR,,,,199745.0
2000,COL,BLZ,4,,,1182463.0
2000,COL,BMU,,,,187568.0
2000,COL,BOL,6,1,1342,44947633.0
2000,COL,BRA,6,4,4050,290966430.0
2000,COL,BRB,6,,,2948940.0
2000,COL,BRN,,,,52000.0
2000,COL,BTN,,,,10000.0
2000,COL,CAF,,,,30105.0
2000,COL,CAN,6,2,14561,205316297.0
2000,COL,CHE,6,,6668,14604826.0
2000,COL,CHL,6,2,3420,202692797.0
2000,COL,CHN,6,,566,33801552.0
2000,COL,CIV,4,,,611685.0
2000,COL,CMR,,,,759932.0
2000,COL,COG,,,,1821479.0
2000,COL,CPV,,,,185078.0
2000,COL,CRI,6,1,5995,134689637.0
2000,COL,CUB,6,3,173,85535207.0
2000,COL,CUW,,,4757,
2000,COL,CYM,,,,148823.0
2000,COL,CYP,,,57,689218.0
2000,COL,CZE,6,,,16866416.0
2000,COL,DEU,6,2,,457798852.0
2000,COL,DMA,,,,1088951.0
2000,COL,DNK,6,,2043,34512932.0
2000,COL,DOM,6,3,5737,102142818.0
2000,COL,DZA,,,,13586.0
2000,COL,ECU,6,11,51303,478332940.0
2000,COL,EGY,6,,,268078.0
2000,COL,ESP,6,5,130058,192287633.0
2000,COL,EST,,,,1520110.0
2000,COL,ETH,,,,200.0
2000,COL,FIN,4,,352,58442314.0
2000,COL,FJI,,,,477889.0
2000,COL,FRA,6,1,14989,159101125.0
2000,COL,GAB,,,,34345.0
2000,COL,GBR,6,,,314510984.0
2000,COL,GEO,,,,190714.0
2000,COL,GHA,,,,151209.0
2000,COL,GIB,,,,51633.0
2000,COL,GIN,,,,43095.0
2000,COL,GMB,,,,1868482.0
2000,COL,GNQ,,,,19246.0
2000,COL,GRC,,,385,6102901.0
2000,COL,GRD,,,,274991.0
2000,COL,GTM,6,1,730,71713664.0
2000,COL,GUM,,,,564.0
2000,COL,GUY,6,,,3599503.0
2000,COL,HKG,,,,11308684.0
2000,COL,HND,6,,644,46467533.0
2000,COL,HRV,,,,12415376.0
2000,COL,HTI,6,,746,24325690.0
2000,COL,HUN,6,,135,3011733.0
2000,COL,IDN,6,,,2840803.0
2000,COL,IND,6,,,5063817.0
2000,COL,IRL,,,,46384324.0
2000,COL,IRN,6,,,261522.0
2000,COL,ISL,,,62,842837.0
2000,COL,ISR,4,,1679,64132614.0
2000,COL,ITA,6,,14804,240059180.0
2000,COL,JAM,6,,,24846312.0
2000,COL,JOR,,,,1187472.0
2000,COL,JPN,6,,2027,235497820.0
2000,COL,KAZ,,,,94026.0
2000,COL,KEN,6,,,9861165.0
2000,COL,KHM,,,,87.0
2000,COL,KNA,,,,780714.0
2000,COL,KOR,6,,,47104176.0
2000,COL,KWT,,,,515322.0
2000,COL,LBN,4,,,1138785.0
2000,COL,LBR,,,,573754.0
2000,COL,LBY,,,,449304.0
2000,COL,LCA,,,,2030828.0
2000,COL,LIE,,,1,
2000,COL,LKA,,,,14293484.0
2000,COL,LTU,,,5,1078383.0
2000,COL,LUX,,,23,70722.0
2000,COL,LVA,,,4,19856.0
2000,COL,MAC,,,,70811.0
2000,COL,MAR,6,,,4811539.0
2000,COL,MDA,,,,27923.0
2000,COL,MDG,,,,56408.0
2000,COL,MEX,6,6,6455,237600016.0
2000,COL,MKD,,,,5524592.0
2000,COL,MLI,,,,34149.0
2000,COL,MLT,,,,445708.0
2000,COL,MMR,,,,93553.0
2000,COL,MUS,,,,74662.0
2000,COL,MWI,,,,2083.0
2000,COL,MYS,,,,1622037.0
2000,COL,MYT,,,,10378.0
2000,COL,NER,,,,824.0
2000,COL,NGA,4,,,1318372.0
2000,COL,NIC,6,,309,6090830.0
2000,COL,NLD,6,,9252,206228680.0
2000,COL,NOR,,,3230,31612690.0
2000,COL,NZL,,,216,2708914.0
2000,COL,OMN,,,,112462.0
2000,COL,PAK,,,,24089.0
2000,COL,PAN,6,10,21473,194344141.0
2000,COL,PER,6,4,20,384008922.0
2000,COL,PHL,6,,,5177412.0
2000,COL,PNG,,,,177522.0
2000,COL,POL,6,,,23229102.0
2000,COL,PRI,,1,,
2000,COL,PRK,,,,2678.0
2000,COL,PRT,6,,362,79839410.0
2000,COL,PRY,6,,,3162325.0
2000,COL,PYF,,,,278061.0
2000,COL,QAT,,,,26815.0
2000,COL,ROU,6,,,14525250.0
2000,COL,RUS,6,,,54742108.0
2000,COL,RWA,,,,7258.0
2000,COL,SAU,,,,7153052.0
2000,COL,SCG,,,,5503191.0
2000,COL,SDN,,,,7626.0
2000,COL,SEN,,,,576061.0
2000,COL,SGP,,,,9123314.0
2000,COL,SLB,,,,972.0
2000,COL,SLV,6,3,363,29505379.0
2000,COL,SUR,,,,3297970.0
2000,COL,SVK,,,34,4353338.0
2000,COL,SVN,,,4,6695301.0
2000,COL,SWE,6,,7176,54117316.0
2000,COL,SYR,,,,4395734.0
2000,COL,TCA,,,,145973.0
2000,COL,TGO,,,,4507.0
2000,COL,THA,,,,7039479.0
2000,COL,TTO,6,,,202078658.0
2000,COL,TUN,,,,164265.0
2000,COL,TUR,,,,1987932.0
2000,COL,TWN,,,,27000567.0
2000,COL,TZA,,,,3285372.0
2000,COL,UGA,,,,2826191.0
2000,COL,UKR,,,,2264556.0
2000,COL,URY,6,,,9577044.0
2000,COL,USA,6,49,518413,6804889000.0
2000,COL,VAT,6,,,
2000,COL,VCT,,,,485494.0
2000,COL,VEN,6,5,617257,1322162965.0
2000,COL,VGB,,,,146416.0
2000,COL,VNM,,,,80300.0
2000,COL,ZAF,6,,,2466852.0
2000,COM,ARG,,,,18188.0
2000,COM,AUS,,,,180961.0
2000,COM,AUT,,,,45402.0
2000,COM,BEL,,,,31234.0
2000,COM,BEN,,,,20728.0
2000,COM,BFA,,,,133.0
2000,COM,BGR,,,,531.0
2000,COM,BRA,,,,25734.0
2000,COM,BWA,,,,2277.0
2000,COM,CAN,,,,54133.0
2000,COM,CHE,,,,71140.0
2000,COM,CHN,,,,5256.0
2000,COM,CMR,,,,920.0
2000,COM,CYP,,,,1099.0
2000,COM,CZE,,,,45537.0
2000,COM,DEU,,,,1585779.0
2000,COM,DJI,,1,,
2000,COM,DNK,,,15,
2000,COM,DZA,,,,15603.0
2000,COM,EGY,,,444,
2000,COM,ERI,,,93,
2000,COM,ESP,,,,7789.0
2000,COM,EST,,,,4152.0
2000,COM,FIN,,,2,12750.0
2000,COM,FRA,6,,23308,5167156.0
2000,COM,GBR,,,,490708.0
2000,COM,GRC,,,,215494.0
2000,COM,GRD,,,,4369.0
2000,COM,HKG,,,,7749.0
2000,COM,HUN,,,,37104.0
2000,COM,IDN,,,,111736.0
2000,COM,IRL,,,,1222.0
2000,COM,ITA,,,,62995.0
2000,COM,JPN,,,,574426.0
2000,COM,KAZ,,,,1455.0
2000,COM,KEN,,4,,240.0
2000,COM,KOR,,,,8.0
2000,COM,LBY,,,3162,
2000,COM,LTU,,,,129.0
2000,COM,MDG,,1,8050,13796.0
2000,COM,MEX,,,,10821.0
2000,COM,MUS,,,,1098.0
2000,COM,MYS,,,,40285.0
2000,COM,MYT,,2,,58863.0
2000,COM,NGA,,,,181.0
2000,COM,NLD,,,,1250257.0
2000,COM,NOR,,,1,21426.0
2000,COM,PER,,,,9780.0
2000,COM,POL,,,,136624.0
2000,COM,REU,,1,1509,
2000,COM,ROU,,,,8862.0
2000,COM,RUS,,,,20881.0
2000,COM,SCG,,,,3000.0
2000,COM,SEN,,,,25191.0
2000,COM,SGP,,,,3057554.0
2000,COM,SVK,,,,1217.0
2000,COM,SVN,,,,67.0
2000,COM,TUN,,,,1779.0
2000,COM,TWN,,,,96.0
2000,COM,TZA,,1,487,1899.0
2000,COM,USA,6,,,3495379.0
2000,COM,ZAF,,,,15999.0
2000,CPV,AGO,6,,4724,74950.0
2000,CPV,ATG,,,,477.0
2000,CPV,AUT,6,,,7603.0
2000,CPV,AZE,,,,46602.0
2000,CPV,BEL,6,,,132769.0
2000,CPV,BEN,,,,48709.0
2000,CPV,BFA,,,,35749.0
2000,CPV,BGR,,,4,
2000,CPV,BHS,,,,5462.0
2000,CPV,BOL,,,2,
2000,CPV,BRA,6,,1181,113073.0
2000,CPV,CAN,,,,7497.0
2000,CPV,CHE,,,,2036.0
2000,CPV,COG,,,,5754.0
2000,CPV,COL,,,12,10182.0
2000,CPV,CUB,4,,,161584.0
2000,CPV,CZE,,,,2090.0
2000,CPV,DEU,6,,,817043.0
2000,CPV,DNK,,,16,24143.0
2000,CPV,DOM,,,4,
2000,CPV,DZA,,,,17163.0
2000,CPV,ECU,,,,94079.0
2000,CPV,ESP,,,,984938.0
2000,CPV,FIN,,,4,
2000,CPV,FRA,6,,13572,851929.0
2000,CPV,GBR,,,,2991430.0
2000,CPV,GHA,,,,773.0
2000,CPV,GIN,,,78,1718.0
2000,CPV,GMB,,,,212158.0
2000,CPV,GNB,,,576,47849.0
2000,CPV,GRC,,,34,31296.0
2000,CPV,GRD,,,,291.0
2000,CPV,HKG,,,,4429.0
2000,CPV,IDN,,,,892774.0
2000,CPV,ISL,,,37,
2000,CPV,ISR,,,,1031.0
2000,CPV,ITA,6,,3004,232245.0
2000,CPV,JPN,,,,1748487.0
2000,CPV,KOR,,,,47443.0
2000,CPV,LBN,,,,18870.0
2000,CPV,LTU,,,,2648.0
2000,CPV,LUX,4,,1422,
2000,CPV,LVA,,,1,
2000,CPV,MAR,,,,35118.0
2000,CPV,MEX,,,,191474.0
2000,CPV,MLT,,,,40561.0
2000,CPV,MOZ,,,4001,18553.0
2000,CPV,MRT,,,,7414.0
2000,CPV,MUS,,,,407.0
2000,CPV,MYT,,,,101.0
2000,CPV,NGA,,,,379333.0
2000,CPV,NLD,6,,,1107562.0
2000,CPV,NOR,,,234,14483.0
2000,CPV,PER,,,,17294.0
2000,CPV,PHL,,,,333692.0
2000,CPV,PRT,6,,44701,33515643.0
2000,CPV,PYF,,,,12345.0
2000,CPV,RUS,4,,,53537.0
2000,CPV,SAU,,,,235616.0
2000,CPV,SEN,6,,,73719.0
2000,CPV,SLE,,,3,
2000,CPV,SLV,,,,8035.0
2000,CPV,STP,,,2488,589558.0
2000,CPV,SVK,,,,675.0
2000,CPV,SVN,,,,23.0
2000,CPV,SWE,,,,192464.0
2000,CPV,TGO,,,23,
2000,CPV,THA,,,,124500.0
2000,CPV,TUN,,,,25.0
2000,CPV,TZA,,,,297.0
2000,CPV,UGA,,,,1490.0
2000,CPV,UKR,,,,732.0
2000,CPV,USA,6,,,5313164.0
2000,CPV,VCT,,,,1052.0
2000,CPV,ZAF,,,,77429.0
2000,CPV,ZWE,,,,90373.0
2000,CRI,ABW,,,,1200375.0
2000,CRI,ALB,,,,51190.0
2000,CRI,AND,,,,85193.0
2000,CRI,ANT,,,,4343035.0
2000,CRI,ARE,,,,1784374.0
2000,CRI,ARG,6,,573,4514948.0
2000,CRI,ATG,,,,148660.0
2000,CRI,AUS,,,352,12221505.0
2000,CRI,AUT,4,,,17863599.0
2000,CRI,AZE,,,,2907.0
2000,CRI,BEL,6,,,146978718.0
2000,CRI,BFA,,,,2409.0
2000,CRI,BGD,,,,14890.0
2000,CRI,BGR,,,3,603264.0
2000,CRI,BHR,,,,1400.0
2000,CRI,BHS,,,66,3992127.0
2000,CRI,BLR,,,,836422.0
2000,CRI,BLZ,6,,,2632687.0
2000,CRI,BMU,,,,700240.0
2000,CRI,BOL,6,,141,490536.0
2000,CRI,BRA,6,,238,26757644.0
2000,CRI,BRB,6,,,3700173.0
2000,CRI,CAF,,,,10520.0
2000,CRI,CAN,6,3,2127,68174300.0
2000,CRI,CHE,6,,,20636733.0
2000,CRI,CHL,6,,460,4443284.0
2000,CRI,CHN,,,,20508351.0
2000,CRI,CIV,,,,9897.0
2000,CRI,CMR,,,,1344914.0
2000,CRI,COL,6,1,646,20728623.0
2000,CRI,CPV,,,,228.0
2000,CRI,CUB,,,,14962415.0
2000,CRI,CYM,,,,958255.0
2000,CRI,CYP,,,2,978166.0
2000,CRI,CZE,4,,,4968024.0
2000,CRI,DEU,6,,,225312484.0
2000,CRI,DMA,,,,1590152.0
2000,CRI,DNK,,,92,3541759.0
2000,CRI,DOM,4,1,1896,48061318.0
2000,CRI,DZA,,,,15798.0
2000,CRI,ECU,6,,366,18259460.0
2000,CRI,EGY,,,,337128.0
2000,CRI,ESP,6,1,,44320977.0
2000,CRI,EST,,,,1001993.0
2000,CRI,FIN,,,21,34658286.0
2000,CRI,FRA,6,,,84441016.0
2000,CRI,GAB,,,,152.0
2000,CRI,GBR,6,,,659012209.0
2000,CRI,GEO,,,,20000.0
2000,CRI,GHA,,,,55392.0
2000,CRI,GRC,,,27,3615804.0
2000,CRI,GRD,,,,126250.0
2000,CRI,GTM,6,4,734,198338542.0
2000,CRI,GUY,,,,1724342.0
2000,CRI,HKG,,,,19541032.0
2000,CRI,HND,6,5,639,117259981.0
2000,CRI,HRV,,,,630359.0
2000,CRI,HTI,,,246,6348819.0
2000,CRI,HUN,6,,22,3723356.0
2000,CRI,IDN,,,,1013387.0
2000,CRI,IND,,,,4380501.0
2000,CRI,IRL,,,,42485913.0
2000,CRI,IRN,,,,11676.0
2000,CRI,ISL,,,6,1590711.0
2000,CRI,ISR,6,,,7788192.0
2000,CRI,ITA,6,,751,93198320.0
2000,CRI,JAM,6,,106,26391533.0
2000,CRI,JOR,,,,372505.0
2000,CRI,JPN,4,,,167241650.0
2000,CRI,KAZ,,,,13484.0
2000,CRI,KNA,,,,25729.0
2000,CRI,KOR,6,,,79376010.0
2000,CRI,KWT,,,,37341.0
2000,CRI,LAO,,,,1265.0
2000,CRI,LBN,,,,831644.0
2000,CRI,LBR,,,,11256.0
2000,CRI,LBY,,,,15038.0
2000,CRI,LCA,,,,877138.0
2000,CRI,LTU,,,,2252084.0
2000,CRI,LVA,,,,28564.0
2000,CRI,MAC,,,,12091.0
2000,CRI,MAR,,,,5425439.0
2000,CRI,MDG,,,,9501.0
2000,CRI,MEX,6,3,2185,124265305.0
2000,CRI,MKD,,,,49533.0
2000,CRI,MLT,,,,402474.0
2000,CRI,MMR,,,,636647.0
2000,CRI,MUS,,,,16780.0
2000,CRI,MWI,,,,9523.0
2000,CRI,MYS,,,,55016645.0
2000,CRI,NAM,,,,49187.0
2000,CRI,NER,,,,3066.0
2000,CRI,NGA,,,,28786.0
2000,CRI,NIC,6,3,6948,197091577.0
2000,CRI,NLD,6,,,401633703.0
2000,CRI,NOR,6,,177,12672456.0
2000,CRI,NZL,,,,538559.0
2000,CRI,OMN,,,,226537.0
2000,CRI,PAK,,,,180642.0
2000,CRI,PAN,6,7,4654,139527035.0
2000,CRI,PER,6,1,155,10295231.0
2000,CRI,PHL,,,,56268466.0
2000,CRI,POL,4,,,19034884.0
2000,CRI,PRK,,,,367416.0
2000,CRI,PRT,6,,,16610440.999999998
2000,CRI,PRY,6,,,64848.0
2000,CRI,PYF,,,,27466.0
2000,CRI,QAT,,,,25227.0
2000,CRI,ROU,6,,,1218522.0
2000,CRI,RUS,6,,,16922402.0
2000,CRI,SAU,,,,1207996.0
2000,CRI,SCG,,,,174174.0
2000,CRI,SDN,,,,759048.0
2000,CRI,SEN,,,,5110.0
2000,CRI,SGP,,,,57268930.0
2000,CRI,SLV,6,2,818,147798846.0
2000,CRI,STP,,,,18679.0
2000,CRI,SUR,,,,718068.0
2000,CRI,SVK,,,2,2110758.0
2000,CRI,SVN,,,1,962604.0
2000,CRI,SWE,,,,45321169.0
2000,CRI,SYR,,,,29017.0
2000,CRI,TGO,,,,843.0
2000,CRI,THA,,,,1976834.0
2000,CRI,TTO,6,,,4246974.0
2000,CRI,TUN,,,,706660.0
2000,CRI,TUR,,,,5696036.0
2000,CRI,TWN,6,,,25842850.0
2000,CRI,TZA,,,,1596.0
2000,CRI,UGA,,,,14356.0
2000,CRI,UKR,,,,646449.0
2000,CRI,URY,6,,,950330.0
2000,CRI,USA,6,36,,3223973078.0
2000,CRI,VAT,6,,,
2000,CRI,VCT,,,,498529.0
2000,CRI,VEN,6,,1178,28845372.0
2000,CRI,VGB,,,,7718.0
2000,CRI,VNM,,,,48331.0
2000,CRI,ZAF,,,,3865471.0
2000,CRI,ZMB,,,,9567.0
2000,CRI,ZWE,,,,114.0
2000,CUB,ABW,,,,464797.0
2000,CUB,AFG,6,,,
2000,CUB,AGO,6,1,,134859.0
2000,CUB,AIA,,,,200492.0
2000,CUB,ALB,,,,54742.0
2000,CUB,AND,,,,2108989.0
2000,CUB,ANT,,,,2298623.0
2000,CUB,ARE,,,,7863.0
2000,CUB,ARG,6,1,3050,3973308.0
2000,CUB,ARM,,,,46373.0
2000,CUB,ATG,,,17,533017.0
2000,CUB,AUS,,,508,3644615.0
2000,CUB,AUT,6,,,3829342.0
2000,CUB,BEL,6,,,61693979.0
2000,CUB,BEN,6,,,18734.0
2000,CUB,BFA,6,,,10708.0
2000,CUB,BGR,6,,132,744166.0
2000,CUB,BHS,,2,110,16704353.0
2000,CUB,BLR,4,,46,36530332.0
2000,CUB,BLZ,,,,19064859.0
2000,CUB,BMU,,,,166750.0
2000,CUB,BOL,6,,513,782875.0
2000,CUB,BRA,6,,1394,21187474.0
2000,CUB,BRB,,,,54722.0
2000,CUB,CAN,6,29,4517,506742125.0
2000,CUB,CHE,6,1,,22989060.0
2000,CUB,CHL,6,,2270,1990279.0
2000,CUB,CHN,6,,243,81119568.0
2000,CUB,CIV,,,,851706.0
2000,CUB,CMR,,,,364.0
2000,CUB,COD,6,,,
2000,CUB,COG,,,266,30299.0
