country,coub,fborn,sex,edu_lfs,edu_cen,number,reg_oecd_2000,reg_oecd_2010,reg_regions
AUS,ABW,1,1,2,2,10,0,0,SCAC
AUS,ABW,1,1,3,3,9,0,0,SCAC
AUS,ABW,1,2,2,2,6,0,0,SCAC
AUS,ABW,1,2,3,3,5,0,0,SCAC
AUS,AFG,1,1,1,1,1600,0,0,ASIA
AUS,AFG,1,1,2,2,2777,0,0,ASIA
AUS,AFG,1,1,3,3,1300,0,0,ASIA
AUS,AFG,1,1,3,4,37,0,0,ASIA
AUS,AFG,1,1,99,99,1957,0,0,ASIA
AUS,AFG,1,2,1,1,1221,0,0,ASIA
AUS,AFG,1,2,2,2,2269,0,0,ASIA
AUS,AFG,1,2,3,3,1018,0,0,ASIA
AUS,AFG,1,2,3,4,15,0,0,ASIA
AUS,AFG,1,2,99,99,1915,0,0,ASIA
AUS,AGO,1,1,1,1,37,0,0,AFRI
AUS,AGO,1,1,2,2,77,0,0,AFRI
AUS,AGO,1,1,3,3,69,0,0,AFRI
AUS,AGO,1,1,99,99,12,0,0,AFRI
AUS,AGO,1,2,1,1,42,0,0,AFRI
AUS,AGO,1,2,2,2,71,0,0,AFRI
AUS,AGO,1,2,3,3,69,0,0,AFRI
AUS,AGO,1,2,99,99,15,0,0,AFRI
AUS,ALB,1,1,1,1,273,0,0,EURO
AUS,ALB,1,1,2,2,413,0,0,EURO
AUS,ALB,1,1,3,3,93,0,0,EURO
AUS,ALB,1,1,3,4,3,0,0,EURO
AUS,ALB,1,1,99,99,186,0,0,EURO
AUS,ALB,1,2,1,1,249,0,0,EURO
AUS,ALB,1,2,2,2,347,0,0,EURO
AUS,ALB,1,2,3,3,123,0,0,EURO
AUS,ALB,1,2,99,99,193,0,0,EURO
AUS,AND,1,1,3,3,3,0,0,EURO
AUS,AND,1,2,3,4,3,0,0,EURO
AUS,ANT,1,1,1,1,3,0,0,SCAC
AUS,ANT,1,1,2,2,22,0,0,SCAC
AUS,ANT,1,1,3,3,26,0,0,SCAC
AUS,ANT,1,1,3,4,3,0,0,SCAC
AUS,ANT,1,1,99,99,3,0,0,SCAC
AUS,ANT,1,2,1,1,3,0,0,SCAC
AUS,ANT,1,2,2,2,27,0,0,SCAC
AUS,ANT,1,2,3,3,34,0,0,SCAC
AUS,ANT,1,2,3,4,7,0,0,SCAC
AUS,ANT,1,2,99,99,14,0,0,SCAC
AUS,ARE,1,1,1,1,62,0,0,ASIA
AUS,ARE,1,1,2,2,539,0,0,ASIA
AUS,ARE,1,1,3,3,361,0,0,ASIA
AUS,ARE,1,1,3,4,3,0,0,ASIA
AUS,ARE,1,1,99,99,115,0,0,ASIA
AUS,ARE,1,2,1,1,61,0,0,ASIA
AUS,ARE,1,2,2,2,313,0,0,ASIA
AUS,ARE,1,2,3,3,267,0,0,ASIA
AUS,ARE,1,2,3,4,6,0,0,ASIA
AUS,ARE,1,2,99,99,39,0,0,ASIA
AUS,ARG,1,1,1,1,775,0,0,SCAC
AUS,ARG,1,1,2,2,2458,0,0,SCAC
AUS,ARG,1,1,3,3,1406,0,0,SCAC
AUS,ARG,1,1,3,4,53,0,0,SCAC
AUS,ARG,1,1,99,99,580,0,0,SCAC
AUS,ARG,1,2,1,1,1087,0,0,SCAC
AUS,ARG,1,2,2,2,1993,0,0,SCAC
AUS,ARG,1,2,3,3,1833,0,0,SCAC
AUS,ARG,1,2,3,4,58,0,0,SCAC
AUS,ARG,1,2,99,99,715,0,0,SCAC
AUS,ASM,1,1,1,1,10,0,0,OCEA
AUS,ASM,1,1,2,2,55,0,0,OCEA
AUS,ASM,1,1,3,3,9,0,0,OCEA
AUS,ASM,1,1,99,99,10,0,0,OCEA
AUS,ASM,1,2,1,1,15,0,0,OCEA
AUS,ASM,1,2,2,2,35,0,0,OCEA
AUS,ASM,1,2,3,3,7,0,0,OCEA
AUS,ASM,1,2,99,99,13,0,0,OCEA
AUS,ATG,1,1,3,3,3,0,0,SCAC
AUS,ATG,1,1,99,99,3,0,0,SCAC
AUS,ATG,1,2,1,1,3,0,0,SCAC
AUS,ATG,1,2,2,2,3,0,0,SCAC
AUS,ATG,1,2,3,3,10,0,0,SCAC
AUS,AUS,0,1,1,1,1333758,1,1,OCEA
AUS,AUS,0,1,2,2,2379462,1,1,OCEA
AUS,AUS,0,1,3,3,973671,1,1,OCEA
AUS,AUS,0,1,3,4,32976,1,1,OCEA
AUS,AUS,0,1,99,99,421243,1,1,OCEA
AUS,AUS,0,2,1,1,1786319,1,1,OCEA
AUS,AUS,0,2,2,2,1804588,1,1,OCEA
AUS,AUS,0,2,3,3,1291632,1,1,OCEA
AUS,AUS,0,2,3,4,19620,1,1,OCEA
AUS,AUS,0,2,99,99,540343,1,1,OCEA
AUS,AUT,1,1,1,1,1361,1,1,EURO
AUS,AUT,1,1,2,2,4975,1,1,EURO
AUS,AUT,1,1,3,3,1633,1,1,EURO
AUS,AUT,1,1,3,4,139,1,1,EURO
AUS,AUT,1,1,99,99,1197,1,1,EURO
AUS,AUT,1,2,1,1,2336,1,1,EURO
AUS,AUT,1,2,2,2,2405,1,1,EURO
AUS,AUT,1,2,3,3,1790,1,1,EURO
AUS,AUT,1,2,3,4,86,1,1,EURO
AUS,AUT,1,2,99,99,1702,1,1,EURO
AUS,BDI,1,1,1,1,123,0,0,AFRI
AUS,BDI,1,1,2,2,66,0,0,AFRI
AUS,BDI,1,1,3,3,43,0,0,AFRI
AUS,BDI,1,1,99,99,68,0,0,AFRI
AUS,BDI,1,2,1,1,125,0,0,AFRI
AUS,BDI,1,2,2,2,19,0,0,AFRI
AUS,BDI,1,2,3,3,18,0,0,AFRI
AUS,BDI,1,2,99,99,110,0,0,AFRI
AUS,BEL,1,1,1,1,314,1,1,EURO
AUS,BEL,1,1,2,2,866,1,1,EURO
AUS,BEL,1,1,3,3,790,1,1,EURO
AUS,BEL,1,1,3,4,72,1,1,EURO
AUS,BEL,1,1,99,99,270,1,1,EURO
AUS,BEL,1,2,1,1,489,1,1,EURO
AUS,BEL,1,2,2,2,718,1,1,EURO
AUS,BEL,1,2,3,3,854,1,1,EURO
AUS,BEL,1,2,3,4,42,1,1,EURO
AUS,BEL,1,2,99,99,327,1,1,EURO
AUS,BEN,1,1,3,3,4,0,0,AFRI
AUS,BEN,1,1,99,99,7,0,0,AFRI
AUS,BEN,1,2,1,1,4,0,0,AFRI
AUS,BEN,1,2,2,2,3,0,0,AFRI
AUS,BFA,1,1,1,1,7,0,0,AFRI
AUS,BFA,1,1,3,3,6,0,0,AFRI
AUS,BFA,1,1,3,4,3,0,0,AFRI
AUS,BFA,1,2,2,2,3,0,0,AFRI
AUS,BFA,1,2,3,3,6,0,0,AFRI
AUS,BGD,1,1,1,1,242,0,0,ASIA
AUS,BGD,1,1,2,2,1920,0,0,ASIA
AUS,BGD,1,1,3,3,5767,0,0,ASIA
AUS,BGD,1,1,3,4,446,0,0,ASIA
AUS,BGD,1,1,99,99,748,0,0,ASIA
AUS,BGD,1,2,1,1,418,0,0,ASIA
AUS,BGD,1,2,2,2,1572,0,0,ASIA
AUS,BGD,1,2,3,3,3160,0,0,ASIA
AUS,BGD,1,2,3,4,77,0,0,ASIA
AUS,BGD,1,2,99,99,532,0,0,ASIA
AUS,BGR,1,1,1,1,166,0,0,EURO
AUS,BGR,1,1,2,2,412,0,0,EURO
AUS,BGR,1,1,3,3,473,0,0,EURO
AUS,BGR,1,1,3,4,53,0,0,EURO
AUS,BGR,1,1,99,99,177,0,0,EURO
AUS,BGR,1,2,1,1,135,0,0,EURO
AUS,BGR,1,2,2,2,362,0,0,EURO
AUS,BGR,1,2,3,3,593,0,0,EURO
AUS,BGR,1,2,3,4,39,0,0,EURO
AUS,BGR,1,2,99,99,146,0,0,EURO
AUS,BHR,1,1,1,1,30,0,0,ASIA
AUS,BHR,1,1,2,2,185,0,0,ASIA
AUS,BHR,1,1,3,3,192,0,0,ASIA
AUS,BHR,1,1,3,4,12,0,0,ASIA
AUS,BHR,1,1,99,99,31,0,0,ASIA
AUS,BHR,1,2,1,1,31,0,0,ASIA
AUS,BHR,1,2,2,2,131,0,0,ASIA
AUS,BHR,1,2,3,3,175,0,0,ASIA
AUS,BHR,1,2,99,99,28,0,0,ASIA
AUS,BHS,1,1,1,1,10,0,0,SCAC
AUS,BHS,1,1,2,2,28,0,0,SCAC
AUS,BHS,1,1,3,3,39,0,0,SCAC
AUS,BHS,1,1,99,99,6,0,0,SCAC
AUS,BHS,1,2,1,1,6,0,0,SCAC
AUS,BHS,1,2,2,2,46,0,0,SCAC
AUS,BHS,1,2,3,3,58,0,0,SCAC
AUS,BHS,1,2,99,99,9,0,0,SCAC
AUS,BLZ,1,1,2,2,3,0,0,SCAC
AUS,BLZ,1,1,3,3,12,0,0,SCAC
AUS,BLZ,1,1,99,99,12,0,0,SCAC
AUS,BLZ,1,2,1,1,3,0,0,SCAC
AUS,BLZ,1,2,2,2,7,0,0,SCAC
AUS,BLZ,1,2,3,3,12,0,0,SCAC
AUS,BLZ,1,2,3,4,6,0,0,SCAC
AUS,BLZ,1,2,99,99,3,0,0,SCAC
AUS,BMU,1,1,1,1,24,0,0,NOAM
AUS,BMU,1,1,2,2,75,0,0,NOAM
AUS,BMU,1,1,3,3,56,0,0,NOAM
AUS,BMU,1,1,3,4,3,0,0,NOAM
AUS,BMU,1,1,99,99,12,0,0,NOAM
AUS,BMU,1,2,1,1,27,0,0,NOAM
AUS,BMU,1,2,2,2,64,0,0,NOAM
AUS,BMU,1,2,3,3,67,0,0,NOAM
AUS,BMU,1,2,99,99,19,0,0,NOAM
AUS,BOL,1,1,1,1,18,0,0,SCAC
AUS,BOL,1,1,2,2,151,0,0,SCAC
AUS,BOL,1,1,3,3,88,0,0,SCAC
AUS,BOL,1,1,99,99,23,0,0,SCAC
AUS,BOL,1,2,1,1,35,0,0,SCAC
AUS,BOL,1,2,2,2,130,0,0,SCAC
AUS,BOL,1,2,3,3,133,0,0,SCAC
AUS,BOL,1,2,3,4,3,0,0,SCAC
AUS,BOL,1,2,99,99,46,0,0,SCAC
AUS,BRA,1,1,1,1,359,0,0,SCAC
AUS,BRA,1,1,2,2,1082,0,0,SCAC
AUS,BRA,1,1,3,3,1387,0,0,SCAC
AUS,BRA,1,1,3,4,62,0,0,SCAC
AUS,BRA,1,1,99,99,389,0,0,SCAC
AUS,BRA,1,2,1,1,289,0,0,SCAC
AUS,BRA,1,2,2,2,1006,0,0,SCAC
AUS,BRA,1,2,3,3,2039,0,0,SCAC
AUS,BRA,1,2,3,4,62,0,0,SCAC
AUS,BRA,1,2,99,99,416,0,0,SCAC
AUS,BRB,1,1,1,1,36,0,0,SCAC
AUS,BRB,1,1,2,2,76,0,0,SCAC
AUS,BRB,1,1,3,3,41,0,0,SCAC
AUS,BRB,1,1,3,4,6,0,0,SCAC
AUS,BRB,1,1,99,99,14,0,0,SCAC
AUS,BRB,1,2,1,1,24,0,0,SCAC
AUS,BRB,1,2,2,2,61,0,0,SCAC
AUS,BRB,1,2,3,3,56,0,0,SCAC
AUS,BRB,1,2,3,4,3,0,0,SCAC
AUS,BRB,1,2,99,99,17,0,0,SCAC
AUS,BRN,1,1,1,1,60,0,0,ASIA
AUS,BRN,1,1,2,2,403,0,0,ASIA
AUS,BRN,1,1,3,3,497,0,0,ASIA
AUS,BRN,1,1,3,4,12,0,0,ASIA
AUS,BRN,1,1,99,99,52,0,0,ASIA
AUS,BRN,1,2,1,1,95,0,0,ASIA
AUS,BRN,1,2,2,2,438,0,0,ASIA
AUS,BRN,1,2,3,3,565,0,0,ASIA
AUS,BRN,1,2,3,4,9,0,0,ASIA
AUS,BRN,1,2,99,99,50,0,0,ASIA
AUS,BTN,1,1,2,2,12,0,0,ASIA
AUS,BTN,1,1,3,3,62,0,0,ASIA
AUS,BTN,1,1,99,99,4,0,0,ASIA
AUS,BTN,1,2,1,1,6,0,0,ASIA
AUS,BTN,1,2,2,2,13,0,0,ASIA
AUS,BTN,1,2,3,3,28,0,0,ASIA
AUS,BTN,1,2,99,99,7,0,0,ASIA
AUS,BWA,1,1,1,1,17,0,0,AFRI
AUS,BWA,1,1,2,2,228,0,0,AFRI
AUS,BWA,1,1,3,3,133,0,0,AFRI
AUS,BWA,1,1,3,4,6,0,0,AFRI
AUS,BWA,1,1,99,99,31,0,0,AFRI
AUS,BWA,1,2,1,1,14,0,0,AFRI
AUS,BWA,1,2,2,2,111,0,0,AFRI
AUS,BWA,1,2,3,3,127,0,0,AFRI
AUS,BWA,1,2,99,99,13,0,0,AFRI
AUS,CAF,1,1,3,3,3,0,0,AFRI
AUS,CAN,1,1,1,1,945,1,1,NOAM
AUS,CAN,1,1,2,2,5013,1,1,NOAM
AUS,CAN,1,1,3,3,6383,1,1,NOAM
AUS,CAN,1,1,3,4,514,1,1,NOAM
AUS,CAN,1,1,99,99,830,1,1,NOAM
AUS,CAN,1,2,1,1,1098,1,1,NOAM
AUS,CAN,1,2,2,2,4749,1,1,NOAM
AUS,CAN,1,2,3,3,8056,1,1,NOAM
AUS,CAN,1,2,3,4,349,1,1,NOAM
AUS,CAN,1,2,99,99,990,1,1,NOAM
AUS,CHE,1,1,1,1,283,1,1,EURO
AUS,CHE,1,1,2,2,2832,1,1,EURO
AUS,CHE,1,1,3,3,1693,1,1,EURO
AUS,CHE,1,1,3,4,146,1,1,EURO
AUS,CHE,1,1,99,99,499,1,1,EURO
AUS,CHE,1,2,1,1,495,1,1,EURO
AUS,CHE,1,2,2,2,1501,1,1,EURO
AUS,CHE,1,2,3,3,1913,1,1,EURO
AUS,CHE,1,2,3,4,66,1,1,EURO
AUS,CHE,1,2,99,99,927,1,1,EURO
AUS,CHL,1,1,1,1,1135,0,1,SCAC
AUS,CHL,1,1,2,2,5991,0,1,SCAC
AUS,CHL,1,1,3,3,2404,0,1,SCAC
AUS,CHL,1,1,3,4,46,0,1,SCAC
AUS,CHL,1,1,99,99,1237,0,1,SCAC
AUS,CHL,1,2,1,1,1890,0,1,SCAC
AUS,CHL,1,2,2,2,5233,0,1,SCAC
AUS,CHL,1,2,3,3,3135,0,1,SCAC
AUS,CHL,1,2,3,4,33,0,1,SCAC
AUS,CHL,1,2,99,99,1633,0,1,SCAC
AUS,CHN,1,1,1,1,11055,0,0,ASIA
AUS,CHN,1,1,2,2,34637,0,0,ASIA
AUS,CHN,1,1,3,3,41003,0,0,ASIA
AUS,CHN,1,1,3,4,2296,0,0,ASIA
AUS,CHN,1,1,99,99,10561,0,0,ASIA
AUS,CHN,1,2,1,1,15369,0,0,ASIA
AUS,CHN,1,2,2,2,39056,0,0,ASIA
AUS,CHN,1,2,3,3,51110,0,0,ASIA
AUS,CHN,1,2,3,4,1016,0,0,ASIA
AUS,CHN,1,2,99,99,15785,0,0,ASIA
AUS,CIV,1,1,1,1,4,0,0,AFRI
AUS,CIV,1,1,2,2,17,0,0,AFRI
AUS,CIV,1,1,3,3,22,0,0,AFRI
AUS,CIV,1,1,3,4,10,0,0,AFRI
AUS,CIV,1,1,99,99,7,0,0,AFRI
AUS,CIV,1,2,1,1,4,0,0,AFRI
AUS,CIV,1,2,2,2,12,0,0,AFRI
AUS,CIV,1,2,3,3,10,0,0,AFRI
AUS,CIV,1,2,99,99,7,0,0,AFRI
AUS,CMR,1,1,2,2,26,0,0,AFRI
AUS,CMR,1,1,3,3,32,0,0,AFRI
AUS,CMR,1,1,3,4,3,0,0,AFRI
AUS,CMR,1,2,2,2,7,0,0,AFRI
AUS,CMR,1,2,3,3,29,0,0,AFRI
AUS,CMR,1,2,99,99,11,0,0,AFRI
AUS,COD,1,1,1,1,37,0,0,AFRI
AUS,COD,1,1,2,2,82,0,0,AFRI
AUS,COD,1,1,3,3,104,0,0,AFRI
AUS,COD,1,1,3,4,3,0,0,AFRI
AUS,COD,1,1,99,99,33,0,0,AFRI
AUS,COD,1,2,1,1,57,0,0,AFRI
AUS,COD,1,2,2,2,55,0,0,AFRI
AUS,COD,1,2,3,3,83,0,0,AFRI
AUS,COD,1,2,99,99,30,0,0,AFRI
AUS,COG,1,1,1,1,46,0,0,AFRI
AUS,COG,1,1,2,2,58,0,0,AFRI
AUS,COG,1,1,3,3,63,0,0,AFRI
AUS,COG,1,1,3,4,10,0,0,AFRI
AUS,COG,1,1,99,99,32,0,0,AFRI
AUS,COG,1,2,1,1,37,0,0,AFRI
AUS,COG,1,2,2,2,47,0,0,AFRI
AUS,COG,1,2,3,3,47,0,0,AFRI
AUS,COG,1,2,3,4,3,0,0,AFRI
AUS,COG,1,2,99,99,36,0,0,AFRI
AUS,COK,1,1,1,1,673,0,0,OCEA
AUS,COK,1,1,2,2,897,0,0,OCEA
AUS,COK,1,1,3,3,111,0,0,OCEA
AUS,COK,1,1,99,99,477,0,0,OCEA
AUS,COK,1,2,1,1,642,0,0,OCEA
AUS,COK,1,2,2,2,988,0,0,OCEA
AUS,COK,1,2,3,3,160,0,0,OCEA
AUS,COK,1,2,99,99,514,0,0,OCEA
AUS,COL,1,1,1,1,169,0,0,SCAC
AUS,COL,1,1,2,2,823,0,0,SCAC
AUS,COL,1,1,3,3,1143,0,0,SCAC
AUS,COL,1,1,3,4,33,0,0,SCAC
AUS,COL,1,1,99,99,229,0,0,SCAC
AUS,COL,1,2,1,1,241,0,0,SCAC
AUS,COL,1,2,2,2,837,0,0,SCAC
AUS,COL,1,2,3,3,1446,0,0,SCAC
AUS,COL,1,2,3,4,31,0,0,SCAC
AUS,COL,1,2,99,99,330,0,0,SCAC
AUS,COM,1,2,99,99,3,0,0,AFRI
AUS,CPV,1,1,1,1,3,0,0,AFRI
AUS,CPV,1,1,2,2,10,0,0,AFRI
AUS,CPV,1,2,2,2,3,0,0,AFRI
AUS,CRI,1,1,1,1,23,0,0,SCAC
AUS,CRI,1,1,2,2,60,0,0,SCAC
AUS,CRI,1,1,3,3,44,0,0,SCAC
AUS,CRI,1,1,99,99,21,0,0,SCAC
AUS,CRI,1,2,1,1,29,0,0,SCAC
AUS,CRI,1,2,2,2,55,0,0,SCAC
AUS,CRI,1,2,3,3,47,0,0,SCAC
AUS,CRI,1,2,3,4,6,0,0,SCAC
AUS,CRI,1,2,99,99,14,0,0,SCAC
AUS,CSFR-CZE,1,1,1,1,260,1,1,EURO
AUS,CSFR-CZE,1,1,2,2,1641,1,1,EURO
AUS,CSFR-CZE,1,1,3,3,1066,1,1,EURO
AUS,CSFR-CZE,1,1,3,4,64,1,1,EURO
AUS,CSFR-CZE,1,1,99,99,461,1,1,EURO
AUS,CSFR-CZE,1,2,1,1,383,1,1,EURO
AUS,CSFR-CZE,1,2,2,2,1187,1,1,EURO
AUS,CSFR-CZE,1,2,3,3,1399,1,1,EURO
AUS,CSFR-CZE,1,2,3,4,43,1,1,EURO
AUS,CSFR-CZE,1,2,99,99,575,1,1,EURO
AUS,CSFR-SVK,1,1,1,1,111,1,1,EURO
AUS,CSFR-SVK,1,1,2,2,637,1,1,EURO
AUS,CSFR-SVK,1,1,3,3,584,1,1,EURO
AUS,CSFR-SVK,1,1,3,4,29,1,1,EURO
AUS,CSFR-SVK,1,1,99,99,217,1,1,EURO
AUS,CSFR-SVK,1,2,1,1,136,1,1,EURO
AUS,CSFR-SVK,1,2,2,2,493,1,1,EURO
AUS,CSFR-SVK,1,2,3,3,767,1,1,EURO
AUS,CSFR-SVK,1,2,3,4,27,1,1,EURO
AUS,CSFR-SVK,1,2,99,99,244,1,1,EURO
AUS,CUB,1,1,1,1,43,0,0,SCAC
AUS,CUB,1,1,2,2,99,0,0,SCAC
AUS,CUB,1,1,3,3,71,0,0,SCAC
AUS,CUB,1,1,3,4,3,0,0,SCAC
AUS,CUB,1,1,99,99,37,0,0,SCAC
AUS,CUB,1,2,1,1,42,0,0,SCAC
AUS,CUB,1,2,2,2,69,0,0,SCAC
AUS,CUB,1,2,3,3,77,0,0,SCAC
AUS,CUB,1,2,3,4,3,0,0,SCAC
AUS,CUB,1,2,99,99,34,0,0,SCAC
AUS,CYP,1,1,1,1,3095,0,0,EURO
AUS,CYP,1,1,2,2,3498,0,0,EURO
AUS,CYP,1,1,3,3,1227,0,0,EURO
AUS,CYP,1,1,3,4,58,0,0,EURO
AUS,CYP,1,1,99,99,1156,0,0,EURO
AUS,CYP,1,2,1,1,4154,0,0,EURO
AUS,CYP,1,2,2,2,2363,0,0,EURO
AUS,CYP,1,2,3,3,1123,0,0,EURO
AUS,CYP,1,2,3,4,23,0,0,EURO
AUS,CYP,1,2,99,99,1512,0,0,EURO
AUS,DEU,1,1,1,1,6962,1,1,EURO
AUS,DEU,1,1,2,2,24864,1,1,EURO
AUS,DEU,1,1,3,3,10912,1,1,EURO
AUS,DEU,1,1,3,4,1088,1,1,EURO
AUS,DEU,1,1,99,99,5745,1,1,EURO
AUS,DEU,1,2,1,1,14493,1,1,EURO
AUS,DEU,1,2,2,2,14741,1,1,EURO
AUS,DEU,1,2,3,3,13042,1,1,EURO
AUS,DEU,1,2,3,4,613,1,1,EURO
AUS,DEU,1,2,99,99,11254,1,1,EURO
AUS,DJI,1,1,1,1,7,0,0,AFRI
AUS,DJI,1,1,2,2,9,0,0,AFRI
AUS,DJI,1,1,3,3,15,0,0,AFRI
AUS,DJI,1,2,1,1,9,0,0,AFRI
AUS,DJI,1,2,2,2,16,0,0,AFRI
AUS,DJI,1,2,3,3,7,0,0,AFRI
AUS,DJI,1,2,99,99,17,0,0,AFRI
AUS,DMA,1,1,2,2,3,0,0,SCAC
AUS,DMA,1,1,3,3,9,0,0,SCAC
AUS,DMA,1,1,99,99,3,0,0,SCAC
AUS,DNK,1,1,1,1,616,1,1,EURO
AUS,DNK,1,1,2,2,2296,1,1,EURO
AUS,DNK,1,1,3,3,1110,1,1,EURO
AUS,DNK,1,1,3,4,74,1,1,EURO
AUS,DNK,1,1,99,99,496,1,1,EURO
AUS,DNK,1,2,1,1,788,1,1,EURO
AUS,DNK,1,2,2,2,1203,1,1,EURO
AUS,DNK,1,2,3,3,1382,1,1,EURO
AUS,DNK,1,2,3,4,28,1,1,EURO
AUS,DNK,1,2,99,99,654,1,1,EURO
AUS,DOM,1,1,1,1,4,0,0,SCAC
AUS,DOM,1,1,2,2,11,0,0,SCAC
AUS,DOM,1,1,3,3,10,0,0,SCAC
AUS,DOM,1,1,99,99,3,0,0,SCAC
AUS,DOM,1,2,1,1,8,0,0,SCAC
AUS,DOM,1,2,2,2,6,0,0,SCAC
AUS,DOM,1,2,3,3,23,0,0,SCAC
AUS,DOM,1,2,3,4,3,0,0,SCAC
AUS,DZA,1,1,1,1,78,0,0,AFRI
AUS,DZA,1,1,2,2,217,0,0,AFRI
AUS,DZA,1,1,3,3,179,0,0,AFRI
AUS,DZA,1,1,3,4,22,0,0,AFRI
AUS,DZA,1,1,99,99,98,0,0,AFRI
AUS,DZA,1,2,1,1,50,0,0,AFRI
AUS,DZA,1,2,2,2,119,0,0,AFRI
AUS,DZA,1,2,3,3,114,0,0,AFRI
AUS,DZA,1,2,3,4,12,0,0,AFRI
AUS,DZA,1,2,99,99,79,0,0,AFRI
AUS,ECU,1,1,1,1,94,0,0,SCAC
AUS,ECU,1,1,2,2,289,0,0,SCAC
AUS,ECU,1,1,3,3,209,0,0,SCAC
AUS,ECU,1,1,3,4,3,0,0,SCAC
AUS,ECU,1,1,99,99,104,0,0,SCAC
AUS,ECU,1,2,1,1,113,0,0,SCAC
AUS,ECU,1,2,2,2,288,0,0,SCAC
AUS,ECU,1,2,3,3,219,0,0,SCAC
AUS,ECU,1,2,99,99,122,0,0,SCAC
AUS,EGY,1,1,1,1,1519,0,0,AFRI
AUS,EGY,1,1,2,2,5780,0,0,AFRI
AUS,EGY,1,1,3,3,6582,0,0,AFRI
AUS,EGY,1,1,3,4,291,0,0,AFRI
AUS,EGY,1,1,99,99,2024,0,0,AFRI
AUS,EGY,1,2,1,1,3609,0,0,AFRI
AUS,EGY,1,2,2,2,4620,0,0,AFRI
AUS,EGY,1,2,3,3,4743,0,0,AFRI
AUS,EGY,1,2,3,4,85,0,0,AFRI
AUS,EGY,1,2,99,99,2500,0,0,AFRI
AUS,ERI,1,1,1,1,108,0,0,AFRI
AUS,ERI,1,1,2,2,414,0,0,AFRI
AUS,ERI,1,1,3,3,256,0,0,AFRI
AUS,ERI,1,1,3,4,15,0,0,AFRI
AUS,ERI,1,1,99,99,145,0,0,AFRI
AUS,ERI,1,2,1,1,225,0,0,AFRI
AUS,ERI,1,2,2,2,296,0,0,AFRI
AUS,ERI,1,2,3,3,169,0,0,AFRI
AUS,ERI,1,2,3,4,12,0,0,AFRI
AUS,ERI,1,2,99,99,261,0,0,AFRI
AUS,ESH,1,2,1,1,3,0,0,AFRI
AUS,ESH,1,2,2,2,3,0,0,AFRI
AUS,ESP,1,1,1,1,1487,1,1,EURO
AUS,ESP,1,1,2,2,2663,1,1,EURO
AUS,ESP,1,1,3,3,957,1,1,EURO
AUS,ESP,1,1,3,4,54,1,1,EURO
AUS,ESP,1,1,99,99,1002,1,1,EURO
AUS,ESP,1,2,1,1,2104,1,1,EURO
AUS,ESP,1,2,2,2,1481,1,1,EURO
AUS,ESP,1,2,3,3,1143,1,1,EURO
AUS,ESP,1,2,3,4,50,1,1,EURO
AUS,ESP,1,2,99,99,1071,1,1,EURO
AUS,ETH,1,1,1,1,265,0,0,AFRI
AUS,ETH,1,1,2,2,1004,0,0,AFRI
AUS,ETH,1,1,3,3,621,0,0,AFRI
AUS,ETH,1,1,3,4,47,0,0,AFRI
AUS,ETH,1,1,99,99,470,0,0,AFRI
AUS,ETH,1,2,1,1,490,0,0,AFRI
AUS,ETH,1,2,2,2,983,0,0,AFRI
AUS,ETH,1,2,3,3,351,0,0,AFRI
AUS,ETH,1,2,99,99,577,0,0,AFRI
AUS,FIN,1,1,1,1,916,1,1,EURO
AUS,FIN,1,1,2,2,1434,1,1,EURO
AUS,FIN,1,1,3,3,593,1,1,EURO
AUS,FIN,1,1,3,4,33,1,1,EURO
AUS,FIN,1,1,99,99,463,1,1,EURO
AUS,FIN,1,2,1,1,1400,1,1,EURO
AUS,FIN,1,2,2,2,1129,1,1,EURO
AUS,FIN,1,2,3,3,1176,1,1,EURO
AUS,FIN,1,2,3,4,25,1,1,EURO
AUS,FIN,1,2,99,99,627,1,1,EURO
AUS,FJI,1,1,1,1,2643,0,0,OCEA
AUS,FJI,1,1,2,2,9420,0,0,OCEA
AUS,FJI,1,1,3,3,6642,0,0,OCEA
AUS,FJI,1,1,3,4,155,0,0,OCEA
AUS,FJI,1,1,99,99,2093,0,0,OCEA
AUS,FJI,1,2,1,1,4323,0,0,OCEA
AUS,FJI,1,2,2,2,9664,0,0,OCEA
AUS,FJI,1,2,3,3,7182,0,0,OCEA
AUS,FJI,1,2,3,4,62,0,0,OCEA
AUS,FJI,1,2,99,99,3317,0,0,OCEA
AUS,FLK,1,1,1,1,14,0,0,SCAC
AUS,FLK,1,1,2,2,15,0,0,SCAC
AUS,FLK,1,1,3,3,18,0,0,SCAC
AUS,FLK,1,1,99,99,6,0,0,SCAC
AUS,FLK,1,2,1,1,18,0,0,SCAC
AUS,FLK,1,2,2,2,12,0,0,SCAC
AUS,FLK,1,2,3,3,3,0,0,SCAC
AUS,FLK,1,2,99,99,15,0,0,SCAC
AUS,FRA,1,1,1,1,1015,1,1,EURO
AUS,FRA,1,1,2,2,3987,1,1,EURO
AUS,FRA,1,1,3,3,3254,1,1,EURO
AUS,FRA,1,1,3,4,283,1,1,EURO
AUS,FRA,1,1,99,99,1099,1,1,EURO
AUS,FRA,1,2,1,1,1504,1,1,EURO
AUS,FRA,1,2,2,2,2915,1,1,EURO
AUS,FRA,1,2,3,3,3774,1,1,EURO
AUS,FRA,1,2,3,4,239,1,1,EURO
